order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
00119ff934e539cf26f92b9ef0cdfed8,7dd2e283f47deac853cf70f3b63c8d86,delivered,"2017-08-06 02:42:49","2017-08-07 02:35:12","2017-08-07 23:12:34","2017-08-16 19:29:59","2017-08-31 02:00:00"
0011d82c4b53e22e84023405fb467e57,2013d892495e1a101d742d533d2d1119,delivered,"2018-01-16 22:43:23","2018-01-16 22:51:25","2018-01-23 23:08:06","2018-01-26 23:14:02","2018-02-15 01:00:00"
00125cb692d04887809806618a2a145f,8afb90a97ee661103014329b1bcea1a2,delivered,"2017-03-23 13:21:17","2017-03-23 14:05:42","2017-03-27 10:58:04","2017-04-07 17:32:47","2017-04-20 02:00:00"
00130c0eee84a3d909e75bc08c5c3ca1,47d656c08a282ec5ab4c1f18303a3a30,delivered,"2018-06-11 23:17:00","2018-06-12 07:16:24","2018-06-12 16:22:00","2018-06-13 17:28:25","2018-06-20 02:00:00"
0013503b13da1eac686219390b7d641b,f7277fce45fad3165379c15cacf5ddbe,delivered,"2017-12-06 00:40:59","2017-12-07 04:16:36","2017-12-07 23:59:30","2017-12-20 23:46:28","2017-12-28 01:00:00"
00137e170939bba5a3134e2386413108,7b63cba66b8e6d002e94d0990c1e2868,delivered,"2017-11-24 17:50:38","2017-11-25 07:30:55","2017-11-28 20:43:52","2017-12-11 20:12:55","2017-12-18 01:00:00"
001427c0ec99cf8af737bd88e92fd444,eab9c552374be06ed15923016dc9e588,delivered,"2018-04-07 20:51:22","2018-04-07 21:08:28","2018-04-10 01:29:32","2018-04-26 01:38:41","2018-05-10 02:00:00"
00143d0f86d6fbd9f9b38ab440ac16f5,2e45292979b9b2700ea09560eeb0f803,delivered,"2017-10-16 17:29:43","2017-10-16 18:07:52","2017-10-17 01:04:43","2017-10-27 20:43:56","2017-11-06 01:00:00"
0014ae671de39511f7575066200733b7,41065d9dcea52218c3943d2eed072b97,delivered,"2017-05-22 15:49:03","2017-05-23 05:15:24","2017-05-29 11:04:02","2017-06-07 15:52:52","2017-06-13 02:00:00"
0015ebb40fb17286bea51d4607c4733c,da43a556bf5c36a1104c473cff77de6c,delivered,"2018-01-14 10:01:36","2018-01-14 10:11:24","2018-01-17 23:56:36","2018-02-01 21:29:51","2018-02-15 01:00:00"
00169e31ef4b29deaae414f9a5e95929,efb3830adb68fb8a89c948774388ec28,delivered,"2018-01-16 10:26:39","2018-01-17 04:35:47","2018-01-17 17:46:04","2018-01-23 21:19:04","2018-02-07 01:00:00"
0016dfedd97fc2950e388d2971d718c7,2c8b917c5d7dd720ebe36a5ed3b501ec,delivered,"2017-04-28 21:54:40","2017-04-29 12:05:12","2017-05-16 10:40:49","2017-05-22 20:32:21","2017-06-01 02:00:00"
0017afd5076e074a48f1f1a4c7bac9c5,8085a9af46f619bc25966f151a362b0d,delivered,"2017-04-07 00:16:10","2017-04-07 00:25:19","2017-04-17 15:54:37","2017-05-23 10:32:07","2017-05-19 02:00:00"
001862358bf858722e1e2ae000cfed8b,2cf869dd40c98f29686f636d83545cce,delivered,"2018-02-06 20:11:57","2018-02-07 20:10:37","2018-02-08 18:44:13","2018-02-15 23:57:01","2018-03-02 01:00:00"
0019c29108428acffd089c36103c9440,5f6bbac628ae418db4e0f92932f899c1,delivered,"2018-03-06 07:40:28","2018-03-06 07:50:26","2018-03-07 02:20:05","2018-03-16 23:34:53","2018-04-11 02:00:00"
001ab0a7578dd66cd4b0a71f5b6e1e41,8bb3bef4e75a95524235cdc11a7331af,delivered,"2017-12-27 01:38:47","2017-12-28 03:33:42","2017-12-28 19:09:35","2018-01-17 21:43:29","2018-01-29 01:00:00"
001ac194d4a326a6fa99b581e9a3d963,f4f17ada91ef010cbde3892ae54e625f,delivered,"2018-07-04 13:39:11","2018-07-06 04:51:10","2018-07-06 10:58:00","2018-07-12 19:48:49","2018-07-17 02:00:00"
001b76dd48a5b1eee3e87778daa40df8,a62843b08086d1629415a203a7fd419d,delivered,"2018-03-26 19:42:53","2018-03-26 19:50:17","2018-03-30 01:32:44","2018-04-06 20:36:23","2018-04-27 02:00:00"
001c85b5f68d2be0cb0797afc9e8ce9a,48ed31e735f1c420ed6ca3637b7c744d,delivered,"2017-11-24 20:19:18","2017-11-24 23:38:47","2017-11-27 13:42:15","2017-12-22 19:37:40","2017-12-14 01:00:00"
001d8f0e34a38c37f7dba2a37d4eba8b,d987da9fb4086ab7c2c0f83963cd6722,delivered,"2017-05-14 19:19:44","2017-05-14 19:35:11","2017-05-24 17:45:01","2017-05-26 15:14:50","2017-05-24 02:00:00"
001daeb0eddc45b999bad0801ad9d273,3ba02060e681d361d603d5f7ef0a730b,delivered,"2017-05-18 01:19:34","2017-05-19 04:15:20","2017-05-19 12:03:49","2017-06-08 17:34:07","2017-06-19 02:00:00"
001dbc16dc51075e987543d23a0507c7,698a74f33469466fa4172e829505d1c6,delivered,"2017-01-28 14:17:57","2017-01-28 14:32:16","2017-02-01 16:59:46","2017-02-13 14:17:47","2017-03-20 01:00:00"
001e7ba991be1b19605ca0316e7130f9,b6a1445ee505f3a95c827e7a5188ad02,delivered,"2017-03-18 12:47:37","2017-03-18 12:47:37","2017-03-20 11:14:45","2017-03-28 16:23:33","2017-04-12 02:00:00"
001e7cf2ad6bef3ade12ebc56ceaf0f3,d1684ed69f8fd574b7c344de923f379a,delivered,"2018-05-19 12:29:23","2018-05-19 12:59:50","2018-05-21 16:34:00","2018-06-04 20:08:23","2018-06-05 02:00:00"
0020262c8a370bd5a174ea6a2a267321,9ec353f970bdf785f6568724d9ea19aa,delivered,"2017-11-28 10:32:49","2017-11-28 10:58:07","2017-11-29 01:09:20","2017-12-02 13:27:33","2017-12-22 01:00:00"
0020a222f55eb79a372d0efee3cca688,0c45155afd8ff99622c40824057f9b34,delivered,"2017-08-15 04:45:18","2017-08-15 05:03:44","2017-08-15 18:40:22","2017-08-24 21:19:56","2017-09-06 02:00:00"
002175704e8b209f61b9ad5cfd92b60e,a562db3c7cb9a68947debd30879b491e,delivered,"2018-04-22 14:13:25","2018-04-24 19:24:48","2018-04-23 21:03:19","2018-05-02 22:38:44","2018-05-14 02:00:00"
00229e4e43f7a7e0b9dd819ad43268d3,655418b3cc52d17ccb5b4330a7f03197,delivered,"2018-03-31 18:41:54","2018-03-31 18:50:11","2018-04-03 00:38:53","2018-04-05 21:02:44","2018-04-26 02:00:00"
0025081dcf9330f9a5052ae82c6ce396,7e6fefa11d6a2c832593264f69df9de3,delivered,"2018-03-27 18:25:35","2018-03-27 18:35:20","2018-03-28 19:58:37","2018-04-06 01:48:37","2018-04-17 02:00:00"
00254baeb6c932b0a8aeead91fbd02b5,ce0421a97232c2a1194cdb66cd3ebb9d,delivered,"2018-05-08 23:45:54","2018-05-09 00:14:46","2018-05-09 15:51:00","2018-05-30 21:38:36","2018-06-05 02:00:00"
00259a44fcad3fc0474329e925d14fc3,7715f80f77f2ebf4583f97a0a6a7548b,delivered,"2017-12-27 18:52:11","2017-12-27 18:59:35","2017-12-28 22:53:36","2018-01-04 14:32:46","2018-01-22 01:00:00"
0025c5d1a8ca53a240ec2634bb4492ea,2430ad4b1b6efb56cf3050b5d3cf5e54,delivered,"2018-07-08 11:17:59","2018-07-08 11:30:09","2018-07-10 15:36:00","2018-07-31 12:51:58","2018-08-03 02:00:00"
002611a77fe03d076285fd4ca95db77c,2b6cb6a4852a866c3b71dcbc7c5a2fce,delivered,"2018-02-27 18:46:23","2018-03-01 03:49:09","2018-03-02 04:12:49","2018-03-22 20:03:31","2018-03-26 02:00:00"
002691433f09002ac9ca0c4e8dbb8ead,630b8c2f4134e83812d827e8006caa85,delivered,"2017-02-02 22:18:03","2017-02-02 22:30:13","2017-02-03 13:34:49","2017-02-07 14:04:37","2017-03-03 01:00:00"
0026a368634b6e6f34f33b1499773a30,66b8528f2144c6cf919795323c4d43fb,delivered,"2017-10-27 23:10:26","2017-10-27 23:26:45","2017-11-03 21:59:39","2017-11-07 22:58:51","2017-12-01 01:00:00"
00275bce676303c3bfd7292aefdfa223,a12427487c970a4a75dbeb5884f126a8,delivered,"2017-11-25 00:10:30","2017-11-28 04:39:45","2017-11-29 18:28:59","2017-12-04 20:42:16","2017-12-14 01:00:00"
00276d5c3491fbf55305e26891040df9,54686c41e86854e35879efbd1c2cab1b,delivered,"2018-02-13 12:47:21","2018-02-13 13:55:57","2018-02-21 00:19:10","2018-03-16 20:57:52","2018-03-22 01:00:00"
002834535f7a609a5c68266f173fa59e,89a6b1bfbe1b366503995b8df4c49450,delivered,"2018-07-23 19:26:00","2018-07-29 01:30:59","2018-07-24 17:53:00","2018-08-11 03:48:33","2018-08-14 02:00:00"
0028de0ca693a1bb26448916a81105cc,4b4773853bbbc435ddddd51bd6c6a002,delivered,"2018-08-15 16:59:36","2018-08-17 05:35:17","2018-08-17 11:45:00","2018-08-28 20:58:21","2018-09-11 02:00:00"
002955b0acc63d04f6724a31967e82bd,accb4b4ad075d07a833eacca116071c7,delivered,"2017-12-18 14:43:54","2017-12-18 16:51:31","2017-12-19 18:51:40","2017-12-26 19:28:29","2018-01-16 01:00:00"
0029c5db35ef291ce99d1262012e7daa,2f08bf21468eccdf69598582d4b89fb5,delivered,"2018-08-25 02:09:40","2018-08-28 05:50:23","2018-08-29 15:24:00","2018-08-30 20:34:37","2018-09-03 02:00:00"
0029f17cf0e7640c5cb6825af681303f,687223424c00a708c168301ebb8d16ef,delivered,"2018-05-02 13:59:06","2018-05-02 14:14:52","2018-05-03 14:12:00","2018-05-11 01:42:18","2018-05-22 02:00:00"
002af7fa9eb99d1456bceb6a13d6fc0b,bacf5021c97183a2a3946dff31e56098,delivered,"2018-02-18 19:46:28","2018-02-18 20:46:50","2018-02-19 21:35:16","2018-03-12 19:15:42","2018-03-15 01:00:00"
002b430ff89b3a24c31a1170acbbedea,8d69dbf0f4dcb6c90367e0877ae94732,delivered,"2017-06-20 23:55:21","2017-06-21 00:10:14","2017-06-21 13:26:14","2017-06-29 16:57:35","2017-07-12 02:00:00"
002b4e6fa42cd4a22cc86abc18fe9c05,a5fd6dd86d703cedc9ab6be3dba12816,delivered,"2018-03-11 11:24:44","2018-03-11 11:35:37","2018-03-12 20:47:30","2018-03-19 23:34:41","2018-04-06 02:00:00"
002c9def9c9b951b1bec6d50753c9891,06cf02bf583b05fd91bc8eec0f1b4c3f,delivered,"2018-05-14 18:57:47","2018-05-15 19:37:51","2018-05-17 15:27:00","2018-05-18 16:37:38","2018-05-25 02:00:00"
002d040018d12a3853c059f7f23ab5b1,d7a77284d0a56f6b1ecb8c344b60d3e4,delivered,"2017-11-19 20:16:07","2017-11-21 04:47:23","2017-11-22 00:21:31","2017-11-27 19:54:09","2017-12-08 01:00:00"
002f16b7bc4530031b7d90f791b12d8a,1eeffe21744883fbf61fbf138dbb8eee,delivered,"2018-07-02 18:51:47","2018-07-02 19:11:12","2018-07-03 18:35:00","2018-07-06 20:14:47","2018-07-25 02:00:00"
002f19a65a2ddd70a090297872e6d64e,7fa80efb1ef15ca4104627910c29791c,shipped,"2018-03-21 14:05:30","2018-03-21 14:15:27","2018-03-22 01:13:35",NULL,"2018-04-16 02:00:00"
002f98c0f7efd42638ed6100ca699b42,75fd1fb0bb511fc71ac2b2649c02b21b,delivered,"2017-08-04 11:19:10","2017-08-04 11:30:15","2017-08-04 20:09:47","2017-08-07 21:07:30","2017-09-05 02:00:00"
0030d783f979fbc5981e75613b057344,84ddc138522822dfb51b603c2f466a18,delivered,"2017-11-24 21:03:02","2017-11-25 00:13:38","2017-12-15 20:34:13","2018-01-06 01:25:43","2017-12-15 01:00:00"
0030ff924c38549807645976adeef2c0,c46e1af5a15417246a9c5e81ac964358,delivered,"2018-03-25 18:52:27","2018-03-25 19:10:21","2018-04-07 03:18:33","2018-04-16 17:39:49","2018-04-20 02:00:00"
00310b0c75bb13015ec4d82d341865a4,0dad07848c618cc5a4679a1bfe1db8d2,canceled,"2018-08-15 16:29:08","2018-08-15 17:04:25",NULL,NULL,"2018-08-29 02:00:00"
00324b3eda39ba5ecce3945823e3594c,cbde8134b8a718381d08167dfc58ec8c,delivered,"2018-04-10 03:14:18","2018-04-11 11:12:11","2018-04-16 21:30:42","2018-05-03 22:29:24","2018-04-30 02:00:00"
0032d07457ae9c806c79368d7d9ce96b,d356c20816dc75a309628b5c17d89468,delivered,"2018-03-10 19:53:06","2018-03-10 20:48:19","2018-03-13 18:16:42","2018-04-29 23:08:59","2018-04-17 02:00:00"
003324c70b19a16798817b2b3640e721,43696894b5bf8fbe1a40b2148ea505a0,delivered,"2017-05-18 21:04:48","2017-05-18 21:22:34","2017-05-19 18:04:55","2017-05-30 10:12:15","2017-06-07 02:00:00"
00335b686d693c7d72deeb12f8e89227,d96e5c4400413a11fa8c9fd54be4a20b,delivered,"2017-07-17 23:25:23","2017-07-19 05:45:26","2017-07-19 19:07:11","2017-09-12 22:58:45","2017-08-11 02:00:00"
00335f75ea6a4455b524a8dd177067f5,32b84239e3f3904ac162d832454770c7,delivered,"2018-04-25 23:47:26","2018-04-26 00:10:29","2018-04-27 16:49:00","2018-05-04 00:16:51","2018-05-28 02:00:00"
00337fe25a3780b3424d9ad7c5a4b35e,4b1b5c848616a4b5fa9d76cb1d12067b,delivered,"2017-09-25 19:39:29","2017-09-25 19:50:16","2017-09-27 00:31:51","2017-09-27 18:52:40","2017-10-10 02:00:00"
003423b755b562962a6225a8de40d12e,18f1bb6325d50619d5c13b7a25b869fd,delivered,"2018-07-08 13:28:17","2018-07-10 06:25:09","2018-07-13 17:00:00","2018-07-24 23:33:38","2018-08-08 02:00:00"
00345f338696283410b7977d2e3efc89,3f9d223f86d2f243dd5a85fdc286c62a,delivered,"2018-08-20 13:06:46","2018-08-20 17:12:10","2018-08-21 15:18:00","2018-08-30 23:13:48","2018-09-11 02:00:00"
0035246a40f520710769010f752e7507,4bcf2ad7ccc061c13ff360aae5b7abcd,delivered,"2017-08-17 02:57:23","2017-08-17 03:25:39","2017-08-22 17:33:53","2017-08-28 21:14:03","2017-09-06 02:00:00"
0035c0b07126fe9c24a325216fb96064,c8c4991d84dbfef1f61c6152486db6d4,delivered,"2017-11-24 02:08:37","2017-11-24 02:29:45","2017-11-28 18:17:17","2017-12-07 17:59:21","2018-01-03 01:00:00"
0035e6b7ade84b3f5b86bd49814793df,3a0cc7c9af6abf8868dad5a1de4a16e1,delivered,"2018-02-21 03:46:23","2018-02-21 08:10:40","2018-02-22 01:51:33","2018-02-26 17:49:02","2018-03-13 01:00:00"
0036757472ece3dde52fd4bfd929c90e,ea477083e770db0655938e79149f8c24,delivered,"2018-07-19 16:58:59","2018-07-19 17:10:11","2018-08-07 09:45:00","2018-08-09 16:33:40","2018-08-20 02:00:00"
0036887767dea4bd43b1a88cd0d9477a,43bb6f9650ab2a7e6ef1c93168c4cfcf,delivered,"2017-10-13 02:04:49","2017-10-14 02:07:30","2017-10-17 14:56:45","2017-10-23 21:09:12","2017-11-01 01:00:00"
00378c6c981f234634c0b9d6128df6dd,f3476df115c5d26bdb6bfb71b5fb66af,delivered,"2018-02-02 20:39:46","2018-02-02 20:50:27","2018-02-05 19:06:49","2018-02-26 22:36:00","2018-02-26 01:00:00"
003822434f91204da0a51fe4cf2aba18,327679cc34d41d4c48ee5e55246aa6d6,delivered,"2018-06-13 16:10:54","2018-06-15 04:37:21","2018-06-15 16:48:00","2018-06-19 15:34:35","2018-07-20 02:00:00"
0039500db36d50d7d0bfaf23723550f3,90bd9911aed064dfc625750fbd83ebca,delivered,"2018-07-06 12:37:32","2018-07-06 12:51:09","2018-07-07 11:15:00","2018-07-21 02:08:29","2018-08-03 02:00:00"
003a7f59d7e08a9c61d9e2881fe6459c,f7838e5eeb3271df42376952e651e403,delivered,"2018-08-19 14:51:50","2018-08-20 13:49:46","2018-08-22 14:04:00","2018-08-28 00:32:15","2018-08-29 02:00:00"
003a94f778ef8cfd50247c8c1b582257,da108bc410acffb1400cf9caea65a332,delivered,"2018-08-03 16:52:31","2018-08-03 17:05:14","2018-08-06 16:12:00","2018-08-24 02:18:38","2018-08-15 02:00:00"
003cc6161d7a2593f2525cce0c330d32,7d9802889236ab8fc541bfb438978cd7,delivered,"2018-08-03 21:33:35","2018-08-03 22:04:14","2018-08-06 17:02:00","2018-08-07 13:32:11","2018-08-08 02:00:00"
003d0634280ff3d1d3a54459349a6899,cca819156e50623e9d3762ebeee308dc,delivered,"2018-03-17 18:50:30","2018-03-17 19:08:43","2018-03-23 20:24:35","2018-03-28 00:34:57","2018-03-29 02:00:00"
003d804eef0e1b856881cd18e0cc0d4c,1c1bfb2cd4aa789067295941c42120ff,delivered,"2017-11-17 20:43:10","2017-11-18 13:15:18","2017-11-21 23:38:54","2018-01-11 00:19:43","2017-12-18 01:00:00"
003d9fc84ad902adf2265248b5ffe1a4,8c66482ec333eae596c93a9131981a9a,delivered,"2018-08-19 21:43:01","2018-08-20 21:35:22","2018-08-22 12:06:00","2018-08-27 20:17:49","2018-09-05 02:00:00"
003edccf16bc5ec447f592913b3df2b4,ab3642244247c0c638253fe68ee4c345,delivered,"2018-07-07 11:02:51","2018-07-07 12:15:21","2018-07-13 16:11:00","2018-08-03 01:07:33","2018-08-03 02:00:00"
003f201cdd39cdd59b6447cff2195456,e41d728aab3d0dff5fb070f93eb61345,delivered,"2018-02-21 17:59:24","2018-02-21 18:10:41","2018-02-23 01:07:44","2018-03-28 20:54:53","2018-03-22 01:00:00"
003f9bcc09427647c4b9d361a523545b,a1a6d4f18deef15fee3ad4b6f36a7ce0,delivered,"2018-02-06 14:06:45","2018-02-06 14:15:37","2018-02-06 22:52:33","2018-02-08 20:06:53","2018-02-22 01:00:00"
00404fa7a687c8c44ca69d42695aae73,0c34c39c897304ff49eeade3059c4c60,delivered,"2018-05-08 00:38:21","2018-05-09 06:31:28","2018-05-10 20:29:00","2018-05-18 21:04:11","2018-05-24 02:00:00"
0040a56893444cb56cba7cfe2225e34e,74454d0e51e0eeaaaa9b7b135469c420,delivered,"2018-01-23 00:50:35","2018-01-23 01:15:10","2018-01-24 00:46:54","2018-02-15 00:12:52","2018-02-21 01:00:00"
004157daafa0bc8672e01f00e4f0c04f,42090a79268b92ced0c591a8e63d57c2,delivered,"2017-05-21 15:13:54","2017-05-21 15:25:15","2017-05-25 14:05:10","2017-06-02 16:57:49","2017-06-26 02:00:00"
00418a49a685c6bb60633291c3fab17a,7d9edced80af5c9503cbf88a9e5f2a3e,delivered,"2017-10-03 22:43:03","2017-10-03 22:50:45","2017-10-04 21:51:26","2017-10-05 21:53:19","2017-10-19 02:00:00"
004345d16a1ab2c21962992c721c8643,3b723b649feb48f3cfbb9c728efb3d7d,delivered,"2018-07-04 08:45:05","2018-07-05 18:09:18","2018-07-05 16:08:00","2018-07-11 19:26:37","2018-07-30 02:00:00"
0044c6f6d22dd280534344177c81b989,24436139c80a4ae51c0e3a98469ed7d4,delivered,"2018-05-18 18:59:09","2018-05-18 19:15:37","2018-05-21 16:46:00","2018-06-04 22:12:57","2018-06-12 02:00:00"
0045e3085f083f0f38d24bb3f22e6593,eb729faa993caad20442243265804a7c,delivered,"2017-08-10 18:13:36","2017-08-11 09:15:16","2017-08-16 20:27:40","2017-08-29 22:03:08","2017-08-30 02:00:00"
0045f5225a96ef46630701167528fdcb,e3b91047e6ca3f5e8b656750fa3d61b2,delivered,"2018-06-10 13:23:39","2018-06-12 06:17:48","2018-06-13 16:32:00","2018-06-18 19:36:49","2018-07-04 02:00:00"
0046176ff0dbc2a178b7885355dfbb71,6cae94f1f58ab679c23ceb753967c9bf,delivered,"2018-05-29 21:22:17","2018-05-29 21:35:18","2018-05-30 13:29:00","2018-06-04 20:18:29","2018-06-29 02:00:00"
0046e1d57f4c07c8c92ab26be8c3dfc0,ae55e228ded796581eccc67045516023,delivered,"2017-09-26 17:24:03","2017-09-26 17:49:17","2017-09-28 20:42:42","2017-09-29 20:29:50","2017-10-11 02:00:00"
00471463a6106056c1a2a809f70de640,fcad74a7e0dff27c33e36cbd78280bf9,delivered,"2017-09-22 00:00:44","2017-09-22 00:46:14","2017-10-04 16:45:15","2017-10-12 14:29:59","2017-10-20 02:00:00"
00482f2670787292280e0a8153d82467,baa4ed05f22ffb6c4a41b71b699a492c,delivered,"2017-02-13 17:18:07","2017-02-14 04:42:56","2017-02-14 09:32:53","2017-02-15 12:35:56","2017-03-10 01:00:00"
0049edf42837aa808e03552a62bd2158,0f3a6d2c22bbdb61d02eb98f4a1e0dfb,delivered,"2017-12-30 13:33:26","2017-12-30 13:48:10","2018-01-04 23:38:07","2018-01-30 23:18:47","2018-02-01 01:00:00"
004b62108b876867938746ad3154167f,7ddb7e4242fcc518842aade22f5bee4d,delivered,"2018-07-04 22:34:26","2018-07-05 18:40:11","2018-07-11 16:12:00","2018-07-13 04:46:28","2018-07-19 02:00:00"
004ba47bb589cdbc485e6025bd6d3c81,ab30bf72cae845f3814c7baa50ca549a,delivered,"2017-12-25 21:40:15","2017-12-25 21:48:10","2017-12-26 21:39:05","2017-12-29 21:24:23","2018-01-19 01:00:00"
004ca5ae248069d68e8594df8abf6ce0,576908744ae56c9cf061c40a434e2a24,delivered,"2018-06-06 20:30:20","2018-06-06 20:52:39","2018-06-07 16:17:00","2018-06-16 00:12:30","2018-07-26 02:00:00"
004d76fef3dd46eb4f70da049c8d1f93,e600c255f682a86dfd0c57d3b1d7417b,delivered,"2017-12-20 07:42:39","2017-12-20 12:10:33","2017-12-21 22:26:54","2017-12-26 21:52:29","2018-01-15 01:00:00"
004eab0fd8f28adaf8d488976f77febe,c476ddfbabfa4624603e0b7f8e245057,delivered,"2017-08-02 17:32:46","2017-08-02 17:45:17","2017-08-02 22:32:44","2017-08-03 20:17:47","2017-08-15 02:00:00"
