arrival_icao,arrival_time_local,arrival_terminal,departure_city,departure_icao,departure_time_local,airline,flight_number,data_retrieved_on
EDDB,2023-02-11 11:30+01:00,1,Paris,LFPG,2023-02-11 09:40+01:00,easyJet,U2 5652,2023-02-10
EDDB,2023-02-11 11:30+01:00,1,Paris,LFPG,2023-02-11 09:40+01:00,easyJet,U2 5652,2023-02-10
EDDB,2023-02-11 11:30+01:00,1,Paris,LFPG,2023-02-11 09:40+01:00,easyJet,U2 5652,2023-02-10
EDDB,2023-02-11 11:30+01:00,1,Paris,LFPG,2023-02-11 09:40+01:00,easyJet,U2 5652,2023-02-10
EDDB,2023-02-11 11:30+01:00,1,Paris,LFPG,2023-02-11 09:40+01:00,easyJet,U2 5652,2023-02-10
EDDB,2023-02-11 11:30+01:00,1,Paris,LFPG,2023-02-11 09:40+01:00,easyJet,U2 5652,2023-02-10
EDDB,2023-02-11 11:30+01:00,1,Paris,LFPG,2023-02-11 09:40+01:00,easyJet,U2 5652,2023-02-10
EDDB,2023-02-11 11:30+01:00,1,Paris,LFPG,2023-02-11 09:40+01:00,easyJet,U2 5652,2023-02-10
EDDB,2023-02-11 11:30+01:00,1,Paris,LFPG,2023-02-11 09:40+01:00,easyJet,U2 5652,2023-02-10
EDDB,2023-02-11 11:30+01:00,1,Paris,LFPG,2023-02-11 09:40+01:00,easyJet,U2 5652,2023-02-10
EDDB,2023-02-11 11:30+01:00,1,Paris,LFPG,2023-02-11 09:40+01:00,easyJet,U2 5652,2023-02-10
EDDB,2023-02-11 11:30+01:00,1,Paris,LFPG,2023-02-11 09:40+01:00,easyJet,U2 5652,2023-02-10
EDDB,2023-02-11 11:30+01:00,1,Paris,LFPG,2023-02-11 09:40+01:00,easyJet,U2 5652,2023-02-10
EDDB,2023-02-11 11:30+01:00,1,Paris,LFPG,2023-02-11 09:40+01:00,easyJet,U2 5652,2023-02-10
EDDB,2023-02-11 11:30+01:00,1,Paris,LFPG,2023-02-11 09:40+01:00,easyJet,U2 5652,2023-02-10
EDDB,2023-02-11 11:30+01:00,1,Paris,LFPG,2023-02-11 09:40+01:00,easyJet,U2 5652,2023-02-10
EDDB,2023-02-11 11:30+01:00,1,Paris,LFPG,2023-02-11 09:40+01:00,easyJet,U2 5652,2023-02-10
EDDB,2023-02-11 11:30+01:00,1,Paris,LFPG,2023-02-11 09:40+01:00,easyJet,U2 5652,2023-02-10
EDDB,2023-02-11 11:30+01:00,1,Paris,LFPG,2023-02-11 09:40+01:00,easyJet,U2 5652,2023-02-10
EDDB,2023-02-11 11:30+01:00,1,Paris,LFPG,2023-02-11 09:40+01:00,easyJet,U2 5652,2023-02-10
EDDB,2023-02-11 11:30+01:00,1,Paris,LFPG,2023-02-11 09:40+01:00,easyJet,U2 5652,2023-02-10
EDDB,2023-02-11 11:30+01:00,1,Paris,LFPG,2023-02-11 09:40+01:00,easyJet,U2 5652,2023-02-10
EDDB,2023-02-11 11:30+01:00,1,Paris,LFPG,2023-02-11 09:40+01:00,easyJet,U2 5652,2023-02-10
EDDB,2023-02-11 11:30+01:00,1,Paris,LFPG,2023-02-11 09:40+01:00,easyJet,U2 5652,2023-02-10
EDDB,2023-02-11 11:30+01:00,1,Paris,LFPG,2023-02-11 09:40+01:00,easyJet,U2 5652,2023-02-10
EDDB,2023-02-11 11:30+01:00,1,Paris,LFPG,2023-02-11 09:40+01:00,easyJet,U2 5652,2023-02-10
EDDB,2023-02-11 11:30+01:00,1,Paris,LFPG,2023-02-11 09:40+01:00,easyJet,U2 5652,2023-02-10
EDDB,2023-02-11 11:30+01:00,1,Paris,LFPG,2023-02-11 09:40+01:00,easyJet,U2 5652,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDB,2023-02-11 22:20+01:00,0,Treviso,LIPH,2023-02-11 20:50+01:00,Ryanair,FR 4721,2023-02-10
EDDH,2023-02-11 11:40+01:00,1,Helsinki,EFHK,2023-02-11 10:35+02:00,Finnair,AY 1423,2023-02-10
EDDH,2023-02-11 11:40+01:00,1,Helsinki,EFHK,2023-02-11 10:35+02:00,Finnair,AY 1423,2023-02-10
EDDH,2023-02-11 11:40+01:00,1,Helsinki,EFHK,2023-02-11 10:35+02:00,Finnair,AY 1423,2023-02-10
EDDH,2023-02-11 11:40+01:00,1,Helsinki,EFHK,2023-02-11 10:35+02:00,Finnair,AY 1423,2023-02-10
EDDH,2023-02-11 11:40+01:00,1,Helsinki,EFHK,2023-02-11 10:35+02:00,Finnair,AY 1423,2023-02-10
EDDH,2023-02-11 11:40+01:00,1,Helsinki,EFHK,2023-02-11 10:35+02:00,Finnair,AY 1423,2023-02-10
EDDH,2023-02-11 11:40+01:00,1,Helsinki,EFHK,2023-02-11 10:35+02:00,Finnair,AY 1423,2023-02-10
EDDH,2023-02-11 11:40+01:00,1,Helsinki,EFHK,2023-02-11 10:35+02:00,Finnair,AY 1423,2023-02-10
EDDH,2023-02-11 11:40+01:00,1,Helsinki,EFHK,2023-02-11 10:35+02:00,Finnair,AY 1423,2023-02-10
EDDH,2023-02-11 11:40+01:00,1,Helsinki,EFHK,2023-02-11 10:35+02:00,Finnair,AY 1423,2023-02-10
EDDH,2023-02-11 11:40+01:00,1,Helsinki,EFHK,2023-02-11 10:35+02:00,Finnair,AY 1423,2023-02-10
EDDH,2023-02-11 11:40+01:00,1,Helsinki,EFHK,2023-02-11 10:35+02:00,Finnair,AY 1423,2023-02-10
EDDH,2023-02-11 11:40+01:00,1,Helsinki,EFHK,2023-02-11 10:35+02:00,Finnair,AY 1423,2023-02-10
EDDH,2023-02-11 11:40+01:00,1,Helsinki,EFHK,2023-02-11 10:35+02:00,Finnair,AY 1423,2023-02-10
EDDH,2023-02-11 11:40+01:00,1,Helsinki,EFHK,2023-02-11 10:35+02:00,Finnair,AY 1423,2023-02-10
EDDH,2023-02-11 11:40+01:00,1,Helsinki,EFHK,2023-02-11 10:35+02:00,Finnair,AY 1423,2023-02-10
EDDH,2023-02-11 11:40+01:00,1,Helsinki,EFHK,2023-02-11 10:35+02:00,Finnair,AY 1423,2023-02-10
EDDH,2023-02-11 11:40+01:00,1,Helsinki,EFHK,2023-02-11 10:35+02:00,Finnair,AY 1423,2023-02-10
EDDH,2023-02-11 11:40+01:00,1,Helsinki,EFHK,2023-02-11 10:35+02:00,Finnair,AY 1423,2023-02-10
EDDH,2023-02-11 11:40+01:00,1,Helsinki,EFHK,2023-02-11 10:35+02:00,Finnair,AY 1423,2023-02-10
EDDH,2023-02-11 11:40+01:00,1,Helsinki,EFHK,2023-02-11 10:35+02:00,Finnair,AY 1423,2023-02-10
EDDH,2023-02-11 11:40+01:00,1,Helsinki,EFHK,2023-02-11 10:35+02:00,Finnair,AY 1423,2023-02-10
EDDH,2023-02-11 11:40+01:00,1,Helsinki,EFHK,2023-02-11 10:35+02:00,Finnair,AY 1423,2023-02-10
EDDH,2023-02-11 11:40+01:00,1,Helsinki,EFHK,2023-02-11 10:35+02:00,Finnair,AY 1423,2023-02-10
EDDH,2023-02-11 11:40+01:00,1,Helsinki,EFHK,2023-02-11 10:35+02:00,Finnair,AY 1423,2023-02-10
EDDH,2023-02-11 20:05+01:00,2,Frankfurt-am-Main,EDDF,2023-02-11 19:00+01:00,Lufthansa,LH 30,2023-02-10
EDDH,2023-02-11 20:05+01:00,2,Frankfurt-am-Main,EDDF,2023-02-11 19:00+01:00,Lufthansa,LH 30,2023-02-10
EDDH,2023-02-11 20:05+01:00,2,Frankfurt-am-Main,EDDF,2023-02-11 19:00+01:00,Lufthansa,LH 30,2023-02-10
EDDH,2023-02-11 20:05+01:00,2,Frankfurt-am-Main,EDDF,2023-02-11 19:00+01:00,Lufthansa,LH 30,2023-02-10
EDDH,2023-02-11 20:05+01:00,2,Frankfurt-am-Main,EDDF,2023-02-11 19:00+01:00,Lufthansa,LH 30,2023-02-10
EDDH,2023-02-11 20:05+01:00,2,Frankfurt-am-Main,EDDF,2023-02-11 19:00+01:00,Lufthansa,LH 30,2023-02-10
EDDH,2023-02-11 20:05+01:00,2,Frankfurt-am-Main,EDDF,2023-02-11 19:00+01:00,Lufthansa,LH 30,2023-02-10
EDDH,2023-02-11 20:05+01:00,2,Frankfurt-am-Main,EDDF,2023-02-11 19:00+01:00,Lufthansa,LH 30,2023-02-10
EDDH,2023-02-11 20:05+01:00,2,Frankfurt-am-Main,EDDF,2023-02-11 19:00+01:00,Lufthansa,LH 30,2023-02-10
EDDH,2023-02-11 20:05+01:00,2,Frankfurt-am-Main,EDDF,2023-02-11 19:00+01:00,Lufthansa,LH 30,2023-02-10
EDDH,2023-02-11 20:05+01:00,2,Frankfurt-am-Main,EDDF,2023-02-11 19:00+01:00,Lufthansa,LH 30,2023-02-10
EDDH,2023-02-11 20:05+01:00,2,Frankfurt-am-Main,EDDF,2023-02-11 19:00+01:00,Lufthansa,LH 30,2023-02-10
EDDH,2023-02-11 20:05+01:00,2,Frankfurt-am-Main,EDDF,2023-02-11 19:00+01:00,Lufthansa,LH 30,2023-02-10
EDDH,2023-02-11 20:05+01:00,2,Frankfurt-am-Main,EDDF,2023-02-11 19:00+01:00,Lufthansa,LH 30,2023-02-10
EDDH,2023-02-11 20:05+01:00,2,Frankfurt-am-Main,EDDF,2023-02-11 19:00+01:00,Lufthansa,LH 30,2023-02-10
EDDH,2023-02-11 20:05+01:00,2,Frankfurt-am-Main,EDDF,2023-02-11 19:00+01:00,Lufthansa,LH 30,2023-02-10
EDDH,2023-02-11 20:05+01:00,2,Frankfurt-am-Main,EDDF,2023-02-11 19:00+01:00,Lufthansa,LH 30,2023-02-10
EDDH,2023-02-11 20:05+01:00,2,Frankfurt-am-Main,EDDF,2023-02-11 19:00+01:00,Lufthansa,LH 30,2023-02-10
EDDH,2023-02-11 20:05+01:00,2,Frankfurt-am-Main,EDDF,2023-02-11 19:00+01:00,Lufthansa,LH 30,2023-02-10
EDDH,2023-02-11 20:05+01:00,2,Frankfurt-am-Main,EDDF,2023-02-11 19:00+01:00,Lufthansa,LH 30,2023-02-10
EDDH,2023-02-11 20:05+01:00,2,Frankfurt-am-Main,EDDF,2023-02-11 19:00+01:00,Lufthansa,LH 30,2023-02-10
EDDH,2023-02-11 20:05+01:00,2,Frankfurt-am-Main,EDDF,2023-02-11 19:00+01:00,Lufthansa,LH 30,2023-02-10
EDDH,2023-02-11 20:05+01:00,2,Frankfurt-am-Main,EDDF,2023-02-11 19:00+01:00,Lufthansa,LH 30,2023-02-10
EDDH,2023-02-11 20:05+01:00,2,Frankfurt-am-Main,EDDF,2023-02-11 19:00+01:00,Lufthansa,LH 30,2023-02-10
EDDH,2023-02-11 20:05+01:00,2,Frankfurt-am-Main,EDDF,2023-02-11 19:00+01:00,Lufthansa,LH 30,2023-02-10
EDDH,2023-02-11 20:05+01:00,2,Frankfurt-am-Main,EDDF,2023-02-11 19:00+01:00,Lufthansa,LH 30,2023-02-10
