review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
00180271bf8a82fca45f1aef1dcb837b,1d61263296787e98a9e59fcaa66265af,5,NULL,"Muito feliz com minha compra. O pedido chegou 
em 2 dias. Recomendo","2018-05-16 02:00:00","2018-05-17 00:25:19"
0018fa5c17bf85fdccfde1bc8d907e58,b109cd82203e670b7963d9945099ca6b,5,NULL,NULL,"2018-04-27 02:00:00","2018-04-28 04:28:01"
001a0f6aa15b5525ac30fbe74a2eddd0,346ffefd56ff0691db147f471af8a1dc,5,NULL,"Chegou bem antes do prazo e o material de muito boa qualidade!","2017-09-27 02:00:00","2017-09-28 01:54:04"
001a4411893b94d3f37d248e3586c63d,2e931584519b7ebc7b1a445a4f7cd8f1,4,NULL,"Produto bom. Recomendo a compra. Entrega um pouco demorada, mas enfim chegou e está correto.","2017-12-20 01:00:00","2017-12-22 23:25:40"
001b3b4666d0e109d7563e1465f4ba60,9d6f552c9b731d52bb9c9b6051ddf5a2,4,NULL,NULL,"2017-02-14 01:00:00","2017-02-15 15:28:07"
001bb836b02b47248df2f134b8babbe8,089a371eeab2f86ebe76b23a4c99d3b1,5,NULL,"Linda , amei","2018-03-15 01:00:00","2018-03-16 12:18:48"
001ce468e08e9ee56753421128bec6f4,465e367896219452ecc8d8dc02f61531,5,NULL,NULL,"2018-07-21 02:00:00","2018-07-24 13:57:27"
001d005e8f06c039464425cf266248e8,d8711cd641288f4e2e1a84dc3c6ade21,4,NULL,"Inicialmente o pedido veio incompleto, passei uma msg a lannister (sem receber a resposta), recebi o restante do pedido 2 dias depois.","2017-08-01 02:00:00","2017-08-04 13:08:08"
001fb24cd0236565963c8301ea4490ed,840d56f863cce183ed7b2340fe33a3b6,5,NULL,NULL,"2018-06-22 02:00:00","2018-06-25 16:30:21"
001fee365788188f4c1d4c0f99ec230d,d49594aea51e89d1b67d2bda3f062695,5,NULL,NULL,"2017-11-25 01:00:00","2017-11-26 14:21:30"
002155c71462b955916f9e3c1df7d376,e1a73a8183d164944b0f44e1eb39ea7d,5,"Recomendo ","Fiquei muito satisfeita.","2018-04-28 02:00:00","2018-05-01 01:48:44"
0021a4bb20248658151869de726e73e4,3044d11f2c5790298aa2fa9959961876,5,NULL,"Recebi o relógio, antes do prazo e agradou bastante. Satisfação plena.","2017-07-15 02:00:00","2017-07-16 18:33:50"
002268961f544593083579b57bca4f59,c90e15a8d750212aa19ac74b22a39493,1,NULL,NULL,"2018-05-01 02:00:00","2018-05-01 23:25:23"
0025a8a1273dda6c6174b2e3d69225d7,897da32e9712dafcf2fb6615aeb3318c,5,NULL,NULL,"2017-06-09 02:00:00","2017-06-12 21:36:32"
0027436e8fd61af9c71906b1fc7c0f59,1656551f139b288763e626d0191fb3e4,5,NULL,NULL,"2017-04-20 02:00:00","2017-04-26 12:44:16"
002acdbbcbc1e3d95d3fd970993df7d2,9dc716765847e0436278efdb22248d1a,2,NULL,NULL,"2018-04-21 02:00:00","2018-04-21 19:05:31"
002d66eb90f49e28fa272b6aa3af1a69,116dccb1dafc4a6bb0277e499ad96fbe,4,NULL,NULL,"2018-07-06 02:00:00","2018-07-09 17:03:17"
002d6d967b7d3bba097310297327864d,7aac44d0de12f13cf2a5f9235a5a9e37,2,NULL,"Produto não funciona","2017-11-29 01:00:00","2017-11-29 10:31:07"
002d89a798b17f7c2887bd11785b09ec,0446aaa642b81cd046c44edda61ed010,4,NULL,NULL,"2017-11-09 01:00:00","2017-11-10 21:22:03"
002dcef64fe5cdfa45ebdb04a4f682e0,1ebcf69fa275bb588691ece37ef82a30,5,NULL,NULL,"2017-11-09 01:00:00","2017-11-09 15:45:42"
002e44e3cf13f44a98e7623c88fdd336,76ccfd1f50385cff04dc3ba521500b47,4,NULL,NULL,"2018-02-06 01:00:00","2018-02-07 13:04:30"
002e8e05b26cca7ce8704371bd06406d,07220c39eb26068368e675009154d635,4,NULL,"Aguardo o produto","2018-04-11 02:00:00","2018-04-11 13:09:23"
002f100916fd5242e4ae510ca5c9c170,c809b7fce9716f7f28909c7d5aca9eab,5,recomendo,"produto entregue no prazo e tem boa qualidade","2018-07-10 02:00:00","2018-07-11 13:29:17"
002f414a7c4567ad01f3456c1689de74,87da4e556d02332032278169c291d571,4,NULL,NULL,"2018-02-03 01:00:00","2018-02-06 00:58:28"
002f492a201534c326517ba70a5edfb6,a44769d4b105fc1256ab873c55d43af6,5,NULL,NULL,"2017-03-07 01:00:00","2017-03-08 09:49:45"
002fbdbf4b1671be0127c601abb17f11,f53b39c6c91ce86717c15d8e4e5da0c2,5,NULL,"O produto chegou com bastante antescedencia e fiquei muito feliz por isso. Obrigada","2017-01-13 01:00:00","2017-01-14 12:20:25"
0030af163f9a05827578dc83e2c968cd,0a57fdd1a42f86bd170a4623ca76676c,5,NULL,NULL,"2018-06-14 02:00:00","2018-06-18 01:58:20"
0030f939576d0188eb398c1d9c4ec1f9,207d35e4a69118f2f9422aa1949043f7,4,NULL,NULL,"2018-06-13 02:00:00","2018-06-14 18:41:13"
00311993b334898af860a795f15a054f,e809e9009327e4a97a5ec915477b240a,2,NULL,"Produto q n tinha na loja..receber n um produto q n gostei..","2017-05-21 02:00:00","2017-05-22 01:49:03"
0033c4e5fa788424efcc3ed56ab353b1,108ba0b0521d3a6629dc825044217a57,5,NULL,"O produto chegou no prazo, todo embalado certinho. ","2017-03-12 01:00:00","2017-03-13 21:56:20"
00340557e47d90c6c5ba1dc739de566c,f82a2055f59b4ccf07be7a6e9d52debd,5,NULL,"Gostei demais. Bem em conta e foi entregue super rápido. Com certeza recomendo. ","2017-10-08 02:00:00","2017-10-10 04:03:18"
00342abdc15d613efd665c4bc2df0826,1affa2b54c26489a1600dea208b13bfd,5,NULL,"so tem demorado mais que o normal as estregas do site depois que comecaram a vender com parceiros, fora isso nd mais a falar, foi entregue no prazo, o produto de excelente qualidade","2018-01-05 01:00:00","2018-01-06 22:46:11"
00343e1d7afe6b95442fc008abe9763f,b55e03266fc482bd2d25a8116a8be42d,2,NULL,"mercadorias meio confusas comprei 2 itens do mesmo produto vieram em entregas separadas o segundo demorou uma semana a mais pra chegar","2018-01-13 01:00:00","2018-01-17 14:19:36"
0034ad46578179524a8a98efdf40f75c,f84142abcd970057a7ed92e21b1fd33b,5,NULL,NULL,"2017-08-22 02:00:00","2017-08-22 21:52:17"
00355aabc83e148cd43833a1c0f6f3fe,7e844a0812d948cb6f3a7ffa97bde8dd,1,NULL,"Produto recebido antes do prazo estabelecido e de acordo com o que foi solicitado.","2017-11-22 01:00:00","2017-11-22 15:21:08"
00359b57348e32f42f35ff40257cd0e5,6f211f55f5d2168a3c9d8c60e6a89c3d,5,"super recomendado","muito bom ","2018-05-18 02:00:00","2018-05-21 17:47:15"
0036406b2cc6f30d2b33048647f6f5a3,8a12018fd6af932819b6e06b6e3eeba7,5,NULL,"Ótimo produto,entrega rápida e super bem embalado.Super recomendo!!!","2017-11-29 01:00:00","2017-11-30 02:07:38"
0037d03578e269019636a6b9d54a59d8,d45182d981794b5e86d5f433ed2d6e71,5,NULL,"Satisfeita com o resultado. ","2018-03-29 02:00:00","2018-04-02 03:16:46"
0038d27c27eb7ee62b99cff1aa0b0898,3b7a4848d7c9e68236e6c171d798213d,3,NULL,NULL,"2018-05-16 02:00:00","2018-05-16 20:16:57"
0038dd4d58edcbd1b36fb0f710d91551,29fd35acc2205a78e40f2141e78a839a,5,NULL,NULL,"2017-11-02 01:00:00","2017-11-07 15:45:12"
00390430316d2ec6557b4c9b4213da4e,65e58aacdb27163c49aeb7382b07efb3,5,NULL,NULL,"2017-03-08 01:00:00","2017-03-09 11:00:37"
00397dc753e8c52a2dd4d73a20b88ae7,543ab3128139efe78bf5e8006ae25087,1,NULL,"não recebi o produto ","2018-03-21 01:00:00","2018-03-21 10:36:01"
0039afc1db3af397f4f4c11cc142dce7,ee950b52f88b7665e4c1beda95b03b78,4,NULL,.,"2018-02-20 01:00:00","2018-02-26 13:44:42"
003b492b24737d8daab3f8b955b31ebc,f70fd9d62d604dd8ac70938c59b6a93d,5,NULL,NULL,"2017-10-09 02:00:00","2017-10-09 22:44:01"
003c15c7ac83b5e12bf8c7ff67389833,e76180345fb828eab6371bd9cb478529,5,NULL,NULL,"2018-05-17 02:00:00","2018-05-20 18:12:30"
003da935bbc8bc0808b8d980579d7f7e,08733fad8b29896d4920d381cd3f7cf1,5,NULL,"Evitem mandar coisas pelos Correios. Tem muitas transportadoras por aí que oferecem o mesmo serviço. Os Correios é a pior instituição de transportes de encomendas do Brasil. Não encontram casa alguma","2018-02-10 01:00:00","2018-02-12 14:05:05"
003db433cae2214483c5b97472810543,0c855b2afa3ba71dbaaf066c4fd83518,5,NULL,NULL,"2017-06-22 02:00:00","2017-06-23 02:49:50"
003df9e2eb74d2d8b35718c0ac81eb01,85cc597a6403094c0e538adabc0965b6,5,NULL,"Bom produtos entrega rapida","2017-12-21 01:00:00","2017-12-23 19:46:59"
003e474cf0858d6d1016ab1f993c2cff,3f79906e1eae95209df3fb74edbdce8c,5,NULL,Gostei,"2017-03-17 01:00:00","2017-03-20 01:39:40"
003ed99dfd12f7fcfa720ed0296f3fc4,c78b7d2ec9206abfd9d1853a97deaa07,3,NULL,"Excelente produto, somente o frete q/ foi muito salgado. Porém o produto, é de qualidade!...","2017-05-04 02:00:00","2017-05-09 00:18:18"
003fe09b822cbd40d60e153efe41cf4b,8d00e06d3fa925f408fd286f9805a765,5,NULL,NULL,"2018-03-03 01:00:00","2018-03-05 12:56:52"
00409368c3ac60ba625775e40321ebc0,3adab61474a972a1606b0c78d64b8aee,1,NULL,"Minha compra foi de dois produtos. Tinha apenas um código de rastreio. Chegou apenas um.","2018-07-29 02:00:00","2018-07-30 07:09:09"
00410141bcde1f1a039230835ea12301,bff76a871750bd5f03d22c007cd7d26d,1,NULL,NULL,"2018-08-10 02:00:00","2018-08-10 09:31:10"
00416f56c25bff14d99acc7ab848828b,6d0f0280ebfb3b857b70731c9df2158c,5,NULL,NULL,"2018-05-18 02:00:00","2018-05-20 18:15:11"
00418c4b4e9a254383c09e057ad3966c,6e69e79ae5c37939561c11bf79f4b866,5,NULL,"O produto foi entregue até antes da data prevista. Fiquei satisfeita com a compra.","2018-05-06 02:00:00","2018-05-07 17:00:11"
004290d79570c8175d52b9e3aa39012a,cb2e2bf4d2990911417af94995df6adf,5,NULL,NULL,"2018-05-30 02:00:00","2018-05-31 00:10:23"
0042c17cf2e1c6c6442ec6f3b7c1a7fd,c02f5eada28376633fcc3dd13a9052b7,3,NULL,"Gostaria de dar uma dica quanto a embalagem da entrega, poderia estar dentro de uma caixa para evitar que o produto venha avariado ou evitar possível quebra. ","2018-04-18 02:00:00","2018-06-15 01:46:31"
004344f0a4dd3cdffce1eb7910e47539,810c6a01f9a077313109b64e36165ecb,5,NULL,"Como da imagem, entrega super rápido, bem mais bonito do que imaginei, custo benefício ótimo.","2018-04-06 02:00:00","2018-04-07 17:57:53"
004487c7eeef88c369db5e2a9eb55a7b,d2aa63ac411996ad85fc0099c47db2df,3,NULL,NULL,"2017-05-10 02:00:00","2017-05-13 02:26:19"
0044d27b5dd50693ba83f184593e54f7,24fe7dc3b99f55e3d45f8d3d4c394811,3,NULL,"Não posso culpar a loja, porém é deprimente não receber até o momento a encomenda por culpa dos CORREIOS. ","2018-03-09 01:00:00","2018-03-11 00:32:33"
004580d2657b221e45f84f4169675ecd,049ede3fc839758e81752a9dacd1f911,5,NULL,NULL,"2018-08-11 02:00:00","2018-08-11 20:03:41"
00464414d48a3c1bc10b0466ef965106,e1f0086d7b409eb76308869bdd4e39b5,4,NULL,NULL,"2018-08-17 02:00:00","2018-08-18 03:32:06"
00467575f1dbe73ab1e76f212f5231d8,e677510e2924d4e0abd70deded2cb95e,5,NULL,NULL,"2018-07-13 02:00:00","2018-07-14 14:34:42"
0046add16861e2e1de91245db7cdd508,5d8e9c0a711b826b72298f9abeb269cd,3,NULL,NULL,"2017-02-14 01:00:00","2017-02-15 04:13:03"
0047003d8db587826ba443ca6005f953,6728a6a592a63817d0ac211044efa702,5,NULL,NULL,"2018-08-26 02:00:00","2018-08-29 21:11:50"
00471dfbd0f4858840258e732ba33eb4,b96a6dd4f298f5e0e797e6251f2de6f0,5,NULL,"Tenho a loja baratheon como a minha preferencia e recomendo.","2017-11-14 01:00:00","2017-11-16 14:25:12"
004727797fa0aee6e44eef52d8e29d97,f581fb09c9f7d67c2d7035ac36dd49e6,5,NULL,NULL,"2017-12-08 01:00:00","2017-12-10 20:07:17"
0047ca502c37fbba9b3a31eeae3fe0c2,68e48e68da1f50f7c5838ea75e3a20dd,5,NULL,NULL,"2018-06-23 02:00:00","2018-06-25 14:01:42"
0047eb904f868090cc7aec650dfb574c,78d08dbbd210373254dc4730f3aa25a0,5,NULL,NULL,"2018-02-17 01:00:00","2018-02-19 05:19:36"
004893658ab9d765ad52cc27c4a5593e,c5a8ec0541df6eec6a1b4c5ce463f56b,3,Bom,"Chegou antes do prazo, o material não é de tão boa qualidade na questão de acabamentos, mas no mais é ótimo","2018-05-16 02:00:00","2018-05-17 12:59:33"
00489c52684302a7ae49bf65175cb1a8,16af3bfaa6a2871b0c80b75da409f501,5,NULL,NULL,"2018-05-09 02:00:00","2018-05-10 15:12:05"
004b46d25cf765337a5755e8dee5b0e2,ba1ffea739c021afe21346cf0cc9264b,5,NULL,"muito bom, recebi antes do prazo previsto","2017-10-25 02:00:00","2017-10-25 19:21:31"
004d7b37fc34956513d3f983f42a576b,15f8a954a337218a8196bae2dc3d801d,5,NULL,NULL,"2017-06-04 02:00:00","2017-06-06 23:51:04"
004d9aec8ee40e76998b94ab13faeb14,528d1ebb9f5a8601f7c1d21e05412b2f,4,NULL,NULL,"2017-05-13 02:00:00","2017-05-16 03:05:58"
004e9b7b916a0a68269e00bac99e29fd,8647ff7e5f9536a33f5e6fd7f2c08d2a,3,NULL,NULL,"2017-07-13 02:00:00","2017-07-14 01:27:10"
004f11ee811a4b6a501d2b87d402383f,a902114dd9904d0720db65f860a98d7d,5,NULL,NULL,"2018-07-24 02:00:00","2018-07-25 02:25:08"
004f26c5e26874a5fa0685281e022df7,e2c37260c7a927c7d9808341dbe2924c,4,NULL,"Sem restrição pra compra.","2017-11-17 01:00:00","2017-11-19 00:25:04"
005013e9b3036ddf7233237afa469def,ef79852572532629bfd78b06d07055c5,5,NULL,NULL,"2017-10-10 02:00:00","2017-10-11 00:47:37"
00503b4965ba711601df2b8cad998c88,135abbc3c51d35902766fc491caf6418,5,"Jogo de palavras cruzadas","O produto chegou em bom estado. Estou satisfeita. ","2018-06-22 02:00:00","2018-06-24 01:02:58"
005135d7687a189652e3d83cbcf1ec9c,8b019d057bcca4a22ee5bbd62e8ffe0e,5,NULL,"A entrega ocorreu dentro do prazo esperado, dentro da qualidade pretendida. Tudo Ok!.","2018-04-20 02:00:00","2018-04-20 19:23:06"
00524725f93f9c7f7d7679622735adf8,c1055c3c83d15a7d43c7b6e3f283ae53,5,NULL,NULL,"2017-11-08 01:00:00","2017-11-09 15:19:38"
00530967e84432eb161cd425775a79be,7df3c095af94aeda50060d0f9ab510fc,4,NULL,NULL,"2018-05-24 02:00:00","2018-05-25 17:28:15"
005309def0f8a118701b0fb10b596f55,afa4a5eb55c10c299c13478f1f092dc1,5,NULL,NULL,"2018-06-30 02:00:00","2018-07-01 17:09:40"
005323819530bea951c3b5d04a381fcd,03e5d6a8dd520898f86f8429ccd07c21,3,NULL,NULL,"2018-08-19 02:00:00","2018-08-20 18:47:35"
005411e5e211119db98b88eea9b7c54b,92513d9a04507b68515a1866806bcf6c,5,NULL,NULL,"2018-08-25 02:00:00","2018-09-06 14:00:52"
0054fba4a2c8ddef00af2a4805eec53d,b07ccdfa28017f65163b05eaa308ff97,1,"Falta de produto ","Comprei duas cortinas porém só veio uma cortina na nota consta duas gostaria de saber o que vai ser feito porque isso é falta de respeito com o consumidor que compra e quer recebe aguardo retorno","2018-06-14 02:00:00","2018-06-14 23:03:41"
005554efe7c593653eef91c1c8b1ff86,894f6e0db677f7c543348befc4ecc7da,5,NULL,"Estou gostando do produto. Gostaria de comprar outros produtos, tipo 2 ou 3 produtos, e pagar apenas um frete. Não seria justo? Fica a dica!","2017-09-21 02:00:00","2017-09-22 07:07:24"
00577b347f98b48d28ce87c4a35cddc0,1409fa8d66178147ed431573330397c0,5,NULL,"Recebido dentro do prazo e em perfeito estado.","2017-02-23 01:00:00","2017-02-27 14:55:16"
005827eb7eb6381f44bd1b76a702d14b,3453b206c6aec2e9dcb09d2cea15e7cb,5,NULL,"Recomendo entregaram bem antes do prazo.","2017-08-16 02:00:00","2017-08-17 13:24:39"
0059582d8e0cc445fa942c5c9231d72a,cad5d696e0d7bf7f475ff4cb616e7cd1,4,NULL,"Produto chegou no prazo. Muito bom.","2017-12-15 01:00:00","2017-12-15 22:37:01"
005a61bc59a417a49b978da5c594962a,8d04cc6c75bba21874268deda821055d,4,NULL,"Demorou muito tempo para chegar depois do pagamento. Eu acho que pode se optimizar melhor o tempo de entrega.","2017-08-17 02:00:00","2017-08-18 01:57:17"
005a68c1e45d2ef683bbdc7354c9d3d8,db0b12b763f716df3f27218724161479,1,NULL,"Comprei 2 mini bike e só recebi uma, aguardo retorno.","2017-01-26 01:00:00","2017-01-29 14:30:24"
005c71c9a5f74c94127ee8c2e70a3591,e97c5b2fbc059aff15280edf4ff75dab,5,NULL,"excelente foi","2017-08-18 02:00:00","2017-08-24 14:36:19"
005d5bfc6d33c19bb1f51cdd7c103707,fd1cfd1076dd551e6bb1c4567e5a1b31,5,NULL,NULL,"2017-12-12 01:00:00","2017-12-15 02:33:38"
005eba8f7c09057f6ba364800d5af85e,5850f6bb95a78cd0fd9641e0453a740b,1,NULL,"Loja horrível, não entregou o meu produto até hoje. ","2018-01-13 01:00:00","2018-01-13 14:10:47"
005ecb46e3dd0a777d3c04d9be75352f,f33b79c24a554aeeed434f1072a17755,1,NULL,NULL,"2018-02-02 01:00:00","2018-02-05 15:26:06"
005ee02b2a92d329cd650b1bba202b26,ff73e2e57b5c7d3a1aa7c3ccaacafaa6,2,NULL,"Os tampos da mesa estavam danificados e aparentemente tentaram pintar com qualquer tinta antes de enviar o que só piorou tudo, acabamento péssimo, lateral do tampo descascando e soltando pedacinho :(","2017-06-30 02:00:00","2017-07-01 22:22:44"
005f13757c0f13da715a9c96892692db,f2bb3a124d84782133f5aadabe42adca,5,NULL,NULL,"2017-08-15 02:00:00","2017-08-16 15:57:45"
005fc7abaa7a67d3ce8f49aee64e2751,da9e241d42acffe7f3a590e13f030df0,5,"muito bom , dez .","muito rapido ,dentro do esperado .","2018-07-14 02:00:00","2018-07-15 22:58:52"
005fcf408ccadabf1bce2a26fb210135,c6b6299c09e64ae50abb6de38ab93a51,3,NULL,NULL,"2017-03-22 01:00:00","2017-03-25 21:31:38"
0060224a4750ca9f2df557474bcfb605,00a13ab02fbe82f78cd84f14e41564ed,5,NULL,NULL,"2017-12-15 01:00:00","2017-12-16 09:09:37"
006044b30c77dd9d8b08284918b16505,fda36ee6617e0a93f9634040815eaf05,4,NULL,NULL,"2018-07-02 02:00:00","2018-07-02 17:32:47"
0060db7652beb5a1cb44879f09b1bf41,4531f9e3581ee3d612c9d537606d00f9,5,NULL,"super recomendo muito bom","2017-11-29 01:00:00","2017-11-30 17:09:37"
0061d245d3b36dccdd2db35fc1f4ecd6,87ef1d19ade51410879febf6046ea642,5,NULL,NULL,"2018-05-17 02:00:00","2018-05-20 20:28:36"
0063ca42d0dccf5e41391cd90941f9ee,e1bf61ad2edc26abb98c7d7f4a8dc47c,5,NULL,NULL,"2018-05-04 02:00:00","2018-05-05 04:30:06"
0064391e7c9c58cdb277f6e33e0fb4b1,b50700cbee924cf4a5f5f9f38c1d0a04,3,NULL,NULL,"2018-03-07 01:00:00","2018-03-08 11:22:25"
0064bc7363b0ce5d319ce5d431fce38a,e3c2bd85842c8c1e31ed960eea5fa85c,5,NULL,"Muito bom e segurobo produto","2018-08-08 02:00:00","2018-08-08 11:20:55"
0064c3768e790aabdbce88a910875663,39d90234aa561e2f6a0ca08926c4f678,1,negativa,"Estou decepcionado com a stark, pois sempre tive ótimas recomendações e sempre confiei em seus serviços, diante a irresponsabilidade com o prazo de entrega do ultimo pedido estou muito chateado","2018-06-07 02:00:00","2018-06-07 14:56:47"
00664289325b88a02e7e73b1356492d6,519848aec23e707e7000d416d01c5054,5,NULL,NULL,"2018-04-24 02:00:00","2018-04-25 15:16:24"
0067e0026403f22e86d7e52f666a6d90,a271a428c3186d0c7325878c2075a8d8,5,NULL,NULL,"2018-05-18 02:00:00","2018-05-23 16:49:46"
006862652d256edde8f62c5d7792ee50,ce11340d59020c4c840f12096c81b609,5,NULL,NULL,"2018-04-26 02:00:00","2018-05-02 18:36:39"
0068ee55e45516d7eb44878466342b15,ad017ea4537bcf364b841c9160b0fa51,5,NULL,NULL,"2018-03-29 02:00:00","2018-03-31 22:59:36"
