order_id,created_date,total_paid,state
299597,2017-01-01 19:19:57,149.48,Completed
299608,2017-01-01 10:56:05,71.48,Completed
299609,2017-01-01 10:56:02,474.05,Completed
299610,2017-01-01 11:00:40,152.97,Completed
299623,2017-01-01 11:35:46,41.04,Completed
299634,2017-01-01 12:34:20,825.51,Completed
299637,2017-01-01 12:19:27,57.18,Completed
299648,2017-01-01 12:27:29,360.29,Completed
299650,2017-01-02 19:28:30,65.99,Completed
299655,2017-01-01 12:43:56,203.62,Completed
299659,2017-01-01 12:45:54,79.98,Completed
299667,2017-01-01 12:50:04,99.98,Completed
299673,2017-01-01 20:55:01,172.13,Completed
299674,2017-01-01 13:26:40,584.24,Completed
299681,2017-01-01 13:13:25,111.47,Completed
299696,2017-01-01 14:56:18,79.0,Completed
299704,2017-01-01 13:49:09,17.98,Completed
299710,2017-01-01 21:33:03,129.52,Completed
299719,2017-01-01 14:34:35,44.87,Completed
299723,2017-01-01 14:28:41,54.47,Completed
299736,2017-01-01 23:15:06,166.48,Completed
299737,2017-01-01 15:12:28,99.98,Completed
299742,2017-01-01 15:25:11,48.67,Completed
299773,2017-01-01 16:32:16,57.33,Completed
299776,2017-01-01 16:49:33,398.99,Completed
299780,2017-01-01 16:55:22,22.18,Completed
299792,2017-01-01 17:13:53,376.53,Completed
299802,2017-01-01 17:17:31,35.48,Completed
299803,2017-01-01 17:20:58,103.78,Completed
299807,2017-01-01 17:32:44,22.98,Completed
299808,2017-01-01 17:27:26,139.88,Completed
299811,2017-01-01 17:35:30,25.88,Completed
299815,2017-01-01 17:34:03,23.98,Completed
299818,2017-01-01 19:40:31,23.93,Completed
299823,2017-01-01 17:53:02,293.78,Completed
299825,2017-01-01 18:27:32,23.98,Completed
299829,2017-01-01 18:00:47,282.48,Completed
299833,2017-01-01 18:05:22,79.03,Completed
299844,2017-08-11 10:41:19,106.98,Completed
299847,2017-01-01 18:26:23,40.23,Completed
299850,2017-01-01 18:37:51,48.97,Completed
299858,2017-01-01 18:38:51,114.33,Completed
299859,2017-01-01 20:46:19,470.24,Completed
299864,2017-01-01 19:04:29,545.28,Completed
299865,2017-01-01 18:53:58,50.68,Completed
299867,2017-01-01 19:10:01,58.27,Completed
299868,2017-01-01 18:58:31,234.03,Completed
299869,2017-01-03 11:03:03,212.99,Completed
299870,2017-01-01 18:57:57,124.68,Completed
299879,2017-01-01 19:11:28,35.48,Completed
299887,2017-01-01 19:33:32,35.14,Completed
299891,2017-01-01 19:39:40,63.98,Completed
299895,2017-01-01 20:17:17,72.54,Completed
299909,2017-01-01 20:08:11,183.68,Completed
299910,2017-01-01 19:46:17,693.49,Completed
299918,2017-01-01 20:12:04,165.52,Completed
299939,2017-01-01 20:29:19,73.48,Completed
299944,2017-01-01 21:55:11,223.22,Completed
299945,2017-01-01 21:19:31,147.47,Completed
299947,2017-01-01 20:36:30,549.0,Completed
299959,2017-01-01 21:06:06,66.37,Completed
299962,2017-01-03 17:50:03,113.99,Completed
299968,2017-01-03 12:19:25,11.98,Completed
299973,2017-01-01 21:17:16,61.98,Completed
299981,2017-01-01 21:19:43,21.13,Completed
299983,2017-01-01 23:24:53,273.59,Completed
299984,2017-01-01 21:17:50,23.98,Completed
299991,2017-01-01 21:28:54,25.98,Completed
300002,2017-01-01 21:38:06,80.74,Completed
300007,2017-01-01 21:42:11,35.48,Completed
300008,2017-01-01 21:50:39,64.83,Completed
300012,2017-01-01 21:50:30,35.33,Completed
300021,2017-01-01 22:00:26,149.48,Completed
300028,2017-01-01 22:06:04,65.55,Completed
300033,2017-01-01 23:29:27,61.89,Completed
300035,2017-01-01 22:22:56,909.0,Completed
300036,2017-01-01 22:36:25,30.73,Completed
300040,2017-01-01 22:10:39,795.1,Completed
300046,2017-01-02 20:01:02,41.99,Completed
300051,2017-01-01 22:59:01,49.73,Completed
300054,2017-01-01 22:33:17,34.53,Completed
300055,2017-01-01 23:32:12,197.82,Completed
300060,2017-01-01 22:45:54,49.73,Completed
300077,2017-01-01 23:10:13,101.98,Completed
300080,2017-01-01 23:03:02,61.98,Completed
300085,2017-01-01 23:05:46,93.43,Completed
300104,2017-01-03 17:20:49,369.99,Completed
300109,2017-01-01 23:46:17,71.48,Completed
300110,2017-01-02 00:22:56,53.99,Completed
300123,2017-01-02 00:04:31,49.99,Completed
300126,2017-01-02 00:03:54,68.73,Completed
300129,2017-01-02 00:02:06,23.98,Completed
300136,2017-01-02 00:22:24,16.98,Completed
300137,2017-12-26 23:50:03,311.2,Completed
300149,2017-01-02 12:11:38,174.99,Completed
300152,2017-01-02 00:58:29,1538.0,Completed
300158,2017-01-02 00:36:39,289.0,Completed
300168,2017-01-02 00:51:31,149.99,Completed
300173,2017-01-02 00:59:21,37.97,Completed
300179,2017-01-02 07:55:09,434.96,Completed
300184,2017-01-02 01:33:50,145.77,Completed
300185,2017-01-02 01:20:37,31.98,Completed
300188,2017-01-02 01:13:45,132.89,Completed
300189,2017-01-02 01:11:51,65.99,Completed
300192,2017-01-02 01:17:22,83.88,Completed
300193,2017-01-02 01:16:46,225.98,Completed
300199,2017-01-02 01:30:20,45.0,Completed
300203,2017-01-02 01:38:22,73.92,Completed
300207,2017-01-02 12:49:56,106.99,Completed
300208,2017-01-02 10:12:26,49.9,Completed
300213,2017-01-02 01:52:56,64.98,Completed
300218,2017-01-02 01:58:23,99.99,Completed
300223,2017-01-02 02:15:25,36.98,Completed
300235,2017-01-02 03:39:21,84.99,Completed
300241,2017-01-02 05:02:29,49.99,Completed
300252,2017-01-02 08:08:23,49.99,Completed
300254,2017-01-02 08:07:34,55.99,Completed
300257,2017-01-02 09:37:38,37.97,Completed
300258,2017-01-02 11:31:23,49.99,Completed
300262,2017-01-02 08:37:35,89.9,Completed
300263,2017-01-02 08:35:18,53.99,Completed
300265,2017-01-02 08:37:26,177.0,Completed
300268,2017-01-02 08:49:04,26.98,Completed
300271,2017-01-02 08:55:32,34.98,Completed
300273,2017-01-02 09:02:38,482.0,Completed
300281,2017-01-02 14:53:22,55.97,Completed
300290,2017-01-02 09:36:20,34.97,Completed
300304,2017-01-02 09:54:28,68.99,Completed
300306,2017-01-02 09:56:35,59.0,Completed
300309,2017-01-02 10:02:42,59.97,Completed
300310,2017-01-02 10:00:21,96.98,Completed
300314,2017-01-02 10:08:31,265.98,Completed
300315,2017-01-02 11:02:23,47.97,Completed
300317,2017-01-02 10:09:20,159.98,Completed
300319,2017-01-02 10:16:08,119.99,Completed
300320,2017-01-02 10:15:37,31.98,Completed
300323,2017-01-02 10:14:00,339.99,Completed
300325,2017-01-02 10:19:56,36.89,Completed
300326,2017-01-03 15:15:19,96.97,Completed
300327,2017-01-02 10:22:28,284.99,Completed
300329,2017-01-02 10:29:08,99.98,Completed
300331,2017-01-03 09:41:00,56.98,Completed
300333,2017-01-02 10:28:03,76.98,Completed
300336,2017-01-02 10:42:52,149.99,Completed
300339,2017-01-02 10:38:56,45.0,Completed
300346,2017-01-02 12:15:10,79.99,Completed
300347,2017-01-02 10:43:47,99.99,Completed
300354,2017-01-02 12:21:05,26.98,Completed
300362,2017-01-02 11:24:49,149.99,Completed
300364,2017-01-02 10:58:20,49.99,Completed
300368,2017-01-02 11:23:41,41.96,Completed
300369,2017-01-02 11:03:42,170.99,Completed
300371,2017-01-02 11:06:29,129.99,Completed
300375,2017-01-02 11:11:57,21.98,Completed
300379,2017-01-02 11:10:17,59.9,Completed
300380,2017-01-02 11:07:26,199.99,Completed
300385,2017-01-02 11:22:13,114.98,Completed
300387,2017-01-02 11:26:05,429.0,Completed
300389,2017-01-02 11:36:53,84.99,Completed
300390,2017-01-02 11:18:30,72.99,Completed
300391,2017-01-02 12:45:36,287.98,Completed
300392,2017-01-02 11:17:02,24.34,Completed
300399,2017-01-02 11:30:44,101.99,Completed
300400,2017-01-02 11:28:32,149.99,Completed
300403,2017-01-02 11:27:44,19.99,Completed
300406,2017-01-02 11:30:12,397.99,Completed
300411,2017-01-02 11:47:44,94.99,Completed
300412,2017-01-02 11:46:02,69.99,Completed
300413,2017-01-02 11:32:27,49.99,Completed
300414,2017-01-02 11:35:01,46.99,Completed
300418,2017-01-02 11:36:21,101.55,Completed
300421,2017-01-02 13:10:04,187.98,Completed
300422,2017-01-02 13:21:22,119.96,Completed
300430,2017-01-02 11:50:59,68.99,Completed
300434,2017-01-02 11:49:14,105.99,Completed
300435,2017-01-02 12:25:46,283.99,Completed
300436,2017-01-02 14:23:53,49.99,Completed
300439,2017-01-02 20:36:49,73.97,Completed
300443,2017-01-02 14:51:23,234.97,Completed
300444,2017-01-02 11:54:34,59.98,Completed
300446,2017-01-02 12:27:22,45.88,Completed
300452,2017-01-02 12:12:23,169.99,Completed
300455,2017-01-02 13:17:49,523.97,Completed
300456,2017-01-02 17:39:54,49.99,Completed
300462,2017-01-02 12:10:46,51.98,Completed
300463,2017-01-02 12:14:45,23.98,Completed
300464,2017-01-02 12:13:12,152.99,Completed
300466,2017-01-02 12:15:47,59.99,Completed
300467,2017-01-02 12:15:35,81.98,Completed
300468,2017-01-02 12:19:51,89.99,Completed
300469,2017-01-02 12:14:15,59.0,Completed
300471,2017-01-02 12:23:22,54.99,Completed
300475,2017-01-02 12:16:20,1049.65,Completed
300476,2017-01-02 12:33:03,84.99,Completed
300482,2017-01-02 12:25:30,359.94,Completed
300485,2017-01-02 12:27:55,49.99,Completed
300495,2017-01-02 13:02:55,300.94,Completed
300497,2017-01-02 12:49:30,99.98,Completed
300498,2017-01-02 12:45:20,79.0,Completed
300506,2017-01-02 12:57:21,219.98,Completed
300512,2017-01-02 13:01:12,25.89,Completed
300513,2017-01-02 13:11:32,46.78,Completed
300518,2017-01-02 13:06:49,89.99,Completed
300525,2017-01-02 13:09:21,903.99,Completed
300527,2017-01-02 13:20:23,84.99,Completed
300528,2017-01-02 13:17:09,14.98,Completed
300530,2017-01-02 13:23:50,36.99,Completed
300531,2017-01-02 13:16:13,188.99,Completed
300532,2017-01-02 13:26:24,75.98,Completed
300533,2017-01-02 13:39:07,54.99,Completed
300536,2017-01-02 13:21:00,21.98,Completed
300540,2017-01-02 13:33:56,49.99,Completed
300541,2017-01-02 13:39:29,385.88,Completed
300544,2017-01-02 13:28:56,54.99,Completed
300546,2017-01-02 13:36:03,62.99,Completed
300547,2017-01-02 13:32:14,59.9,Completed
300551,2017-01-02 13:37:16,54.99,Completed
300553,2017-01-02 13:49:10,55.99,Completed
300554,2017-01-02 13:43:39,78.99,Completed
300565,2017-01-02 14:02:43,118.99,Completed
300566,2017-01-09 00:19:35,24.98,Completed
300582,2018-01-31 17:29:38,135.94,Completed
300586,2017-01-02 16:03:00,89.99,Completed
300604,2017-01-02 14:44:14,119.99,Completed
300610,2017-01-02 19:32:28,42.98,Completed
300613,2017-01-02 14:53:15,44.99,Completed
300615,2017-01-02 14:56:35,54.99,Completed
300616,2017-01-02 14:58:53,124.99,Completed
300626,2017-01-02 15:18:14,45.97,Completed
300627,2017-01-02 15:12:22,225.99,Completed
300637,2017-01-02 15:26:07,54.99,Completed
300639,2017-01-02 15:30:26,30.98,Completed
300646,2017-01-02 18:42:53,182.97,Completed
300650,2017-01-02 15:41:52,49.99,Completed
300655,2017-01-02 17:48:37,99.99,Completed
300656,2017-01-02 16:24:47,285.98,Completed
300660,2017-01-02 15:48:02,199.0,Completed
300663,2017-01-02 15:59:50,35.98,Completed
300665,2017-01-02 16:00:16,741.44,Completed
300671,2017-01-03 12:21:18,220.98,Completed
300674,2017-01-02 16:20:10,279.0,Completed
300675,2017-01-02 16:36:33,174.99,Completed
300678,2017-01-02 16:51:20,41.98,Completed
300682,2017-01-02 16:09:57,26.98,Completed
300686,2017-01-02 16:22:37,769.0,Completed
300692,2017-01-02 16:18:08,28.98,Completed
300693,2017-01-02 16:21:40,59.99,Completed
300699,2017-01-02 16:44:17,47.98,Completed
300701,2017-01-02 16:28:00,109.99,Completed
300704,2017-01-02 16:34:03,512.99,Completed
300705,2017-01-02 16:36:36,36.98,Completed
300711,2017-01-02 20:49:29,335.98,Completed
300713,2017-01-02 17:00:20,54.99,Completed
300718,2017-01-02 16:47:32,24.98,Completed
300720,2017-01-02 17:07:48,53.98,Completed
300725,2017-01-07 12:07:23,84.99,Completed
300726,2017-01-02 17:14:50,49.97,Completed
300728,2017-01-02 19:14:48,94.59,Completed
300731,2017-01-02 17:00:46,172.0,Completed
300733,2017-01-02 17:10:28,59.99,Completed
300736,2017-01-02 17:12:22,84.95,Completed
300737,2017-01-02 17:23:52,664.98,Completed
300738,2017-01-02 17:10:39,49.99,Completed
300739,2017-01-02 17:06:53,139.99,Completed
300744,2017-01-02 17:12:43,45.99,Completed
300746,2017-01-02 17:20:17,144.99,Completed
300757,2017-01-02 17:44:13,124.98,Completed
300760,2017-01-02 17:21:49,73.97,Completed
300761,2017-01-02 17:31:52,89.0,Completed
300764,2017-01-02 17:31:04,25.98,Completed
300773,2017-01-02 17:40:22,54.99,Completed
300775,2017-01-02 17:37:51,62.99,Completed
300778,2017-01-02 18:06:23,1234.97,Completed
300779,2017-01-02 17:46:31,118.99,Completed
300786,2017-01-02 17:51:13,44.99,Completed
300789,2017-01-02 18:00:02,149.99,Completed
300791,2017-01-02 18:04:52,46.97,Completed
300793,2017-01-02 18:18:28,156.27,Completed
300796,2017-01-02 18:02:00,284.99,Completed
300800,2017-01-02 18:03:41,119.99,Completed
300806,2017-01-02 18:21:34,139.99,Completed
300808,2017-01-02 19:25:35,64.99,Completed
300809,2017-01-02 18:24:24,154.99,Completed
300812,2017-01-02 19:06:48,26.98,Completed
300814,2017-01-02 18:35:39,62.99,Completed
300819,2017-01-02 18:26:33,59.97,Completed
300826,2017-01-02 18:54:32,49.97,Completed
300830,2017-01-02 19:47:57,149.99,Completed
300831,2017-01-02 18:35:46,175.98,Completed
300834,2017-01-02 18:42:26,79.99,Completed
300835,2017-02-07 18:54:27,479.99,Completed
300839,2017-01-02 18:52:39,103.99,Completed
300846,2017-01-02 19:19:16,170.98,Completed
300848,2017-01-02 18:51:54,114.0,Completed
300851,2017-01-02 18:57:49,31.98,Completed
300854,2017-01-03 17:23:35,36.89,Completed
300860,2017-01-02 19:00:13,77.98,Completed
300861,2017-01-02 19:00:19,49.99,Completed
300862,2017-01-02 18:59:17,132.99,Completed
300867,2017-01-02 19:06:50,44.98,Completed
300872,2017-01-02 19:25:37,129.99,Completed
300873,2017-01-02 19:28:27,34.98,Completed
300875,2017-01-02 19:10:04,69.0,Completed
300876,2017-01-02 19:22:45,301.97,Completed
300877,2017-01-02 19:11:42,94.99,Completed
300880,2017-01-03 01:17:18,79.98,Completed
300881,2017-01-02 19:20:13,179.97,Completed
300882,2017-01-02 19:35:38,729.99,Completed
300883,2017-01-02 19:23:18,159.99,Completed
300889,2017-01-02 19:28:46,69.0,Completed
300896,2017-01-02 19:32:04,59.98,Completed
300898,2017-01-02 19:32:38,59.9,Completed
300903,2017-01-02 19:38:11,169.99,Completed
300904,2017-01-02 19:39:02,101.99,Completed
300905,2017-01-02 19:40:31,36.98,Completed
300906,2017-01-02 20:22:21,30.96,Completed
300916,2017-01-02 19:46:12,64.99,Completed
300918,2017-01-02 19:54:38,149.99,Completed
300922,2017-01-02 19:52:17,28.98,Completed
300924,2017-01-02 19:59:46,59.99,Completed
300929,2017-01-03 15:11:29,69.0,Completed
300930,2017-01-02 20:07:04,56.99,Completed
300933,2017-01-02 20:11:08,89.99,Completed
300938,2017-01-02 20:09:37,112.99,Completed
300941,2017-01-02 20:15:35,152.99,Completed
300945,2017-01-02 20:26:40,47.99,Completed
300947,2017-01-02 20:23:48,99.99,Completed
300948,2017-01-02 20:31:33,94.99,Completed
300949,2017-01-02 20:24:40,99.99,Completed
300950,2017-01-08 15:04:07,777.99,Completed
300954,2017-01-02 20:45:47,351.99,Completed
300960,2017-01-02 21:13:15,24.98,Completed
300962,2017-01-02 20:30:50,49.99,Completed
300966,2017-01-02 20:41:10,109.99,Completed
300971,2017-01-02 20:54:25,69.0,Completed
300977,2017-01-02 20:54:09,23.98,Completed
300979,2017-01-02 22:51:17,81.98,Completed
300980,2017-01-02 20:55:40,199.99,Completed
300982,2017-01-02 20:57:16,259.98,Completed
300986,2017-01-02 21:00:13,169.99,Completed
300989,2017-01-02 20:59:10,169.98,Completed
300998,2017-01-03 16:24:51,36.98,Completed
300999,2017-01-02 21:46:23,36.98,Completed
301012,2017-01-02 21:29:50,112.99,Completed
301013,2017-01-02 21:25:04,118.99,Completed
301015,2017-01-02 21:27:01,149.99,Completed
301030,2017-01-02 21:43:09,31.98,Completed
301058,2017-01-02 22:05:39,72.99,Completed
301059,2017-01-02 22:38:07,125.98,Completed
301067,2017-01-02 22:08:43,21.98,Completed
301069,2017-01-02 22:11:15,129.99,Completed
301074,2017-01-02 22:22:35,106.0,Completed
301075,2017-01-02 22:33:18,36.98,Completed
301079,2017-01-02 22:37:58,92.98,Completed
301080,2017-01-02 22:24:51,102.98,Completed
301085,2017-01-02 22:27:04,44.99,Completed
301091,2017-01-02 22:35:53,10.99,Completed
301092,2017-01-02 22:41:45,43.98,Completed
301094,2017-01-02 22:40:02,84.99,Completed
301095,2017-01-02 22:46:39,94.99,Completed
301097,2017-01-02 22:54:58,516.99,Completed
301098,2017-01-02 22:58:02,16.98,Completed
301103,2017-01-02 22:51:04,69.0,Completed
301105,2017-01-02 22:51:41,188.99,Completed
301106,2017-01-02 23:10:03,74.98,Completed
301108,2017-01-02 23:22:45,499.0,Completed
301111,2017-01-02 22:59:52,84.99,Completed
301112,2017-01-02 22:57:03,22.98,Completed
301118,2017-01-02 23:19:47,94.99,Completed
301121,2017-01-02 23:26:35,24.98,Completed
301129,2017-01-02 23:25:27,328.99,Completed
301140,2017-01-02 23:49:49,109.97,Completed
301145,2017-01-02 23:33:15,23.98,Completed
301148,2017-01-02 23:33:11,79.99,Completed
301152,2017-01-02 23:57:07,199.99,Completed
301155,2017-01-02 23:55:38,26.98,Completed
301158,2017-01-02 23:54:00,332.99,Completed
301162,2017-01-02 23:39:36,215.99,Completed
301166,2017-01-02 23:47:18,94.99,Completed
301169,2017-01-02 23:50:44,79.99,Completed
301173,2017-01-03 05:12:38,58.99,Completed
301179,2017-01-03 00:06:01,26.98,Completed
301181,2017-01-03 00:17:54,64.99,Completed
301184,2017-01-03 00:03:11,81.98,Completed
301193,2017-01-03 00:08:32,23.51,Completed
301196,2017-01-07 22:13:29,46.99,Completed
301198,2017-01-07 10:55:03,385.97,Completed
301204,2017-01-03 00:29:00,1029.99,Completed
301207,2017-01-03 00:22:35,36.98,Completed
301208,2017-01-03 13:43:06,49.99,Completed
301209,2017-01-03 00:29:44,69.0,Completed
301214,2017-01-03 00:37:19,144.99,Completed
301223,2017-01-03 00:40:21,188.99,Completed
301226,2017-01-03 00:40:31,64.99,Completed
301227,2017-01-05 10:22:23,61.44,Completed
301230,2017-01-03 14:54:24,46.98,Completed
301234,2017-01-03 10:22:35,544.98,Completed
301236,2017-01-03 00:52:41,47.99,Completed
301239,2017-01-03 00:56:12,21.98,Completed
301243,2017-01-03 09:45:03,47.98,Completed
301244,2017-01-03 01:14:49,46.98,Completed
301247,2017-01-03 13:35:57,62.98,Completed
301252,2017-01-03 01:37:07,43.98,Completed
301253,2017-01-03 01:48:33,35.98,Completed
301256,2017-01-03 13:59:51,64.99,Completed
301261,2017-01-03 02:15:57,41.98,Completed
301270,2017-01-03 02:53:25,159.99,Completed
301276,2017-01-03 05:37:18,174.97,Completed
301277,2017-01-03 05:58:15,19.98,Completed
301280,2017-01-03 06:39:26,66.99,Completed
301292,2017-01-03 08:15:55,149.99,Completed
301297,2017-01-03 16:11:46,339.99,Completed
301300,2017-01-03 10:44:50,316.98,Completed
301306,2017-01-03 23:22:54,49.99,Completed
301308,2017-01-03 08:58:47,113.32,Completed
301309,2017-01-03 09:26:42,44.99,Completed
301318,2017-01-03 09:37:35,159.99,Completed
301320,2017-01-03 09:33:30,148.99,Completed
301321,2017-01-03 17:16:45,44.97,Completed
301322,2017-01-03 09:37:34,58.99,Completed
301325,2017-01-03 09:48:24,148.89,Completed
301327,2017-01-03 10:00:40,18.98,Completed
301334,2017-01-03 09:57:48,36.98,Completed
301335,2017-01-03 10:12:31,49.99,Completed
301339,2017-01-03 10:03:13,119.99,Completed
301344,2017-01-03 10:16:25,237.97,Completed
301345,2017-01-03 10:03:24,45.99,Completed
301352,2017-01-03 10:13:25,112.99,Completed
301359,2017-01-03 10:18:20,729.99,Completed
301360,2017-01-03 10:17:48,117.99,Completed
301365,2017-01-03 10:22:57,203.99,Completed
301367,2017-01-03 11:14:27,46.98,Completed
301371,2017-01-03 10:32:24,44.99,Completed
301374,2017-01-03 10:43:42,59.99,Completed
301375,2017-01-03 10:34:25,123.99,Completed
301376,2017-01-03 10:35:57,94.99,Completed
301379,2017-01-03 14:04:19,53.99,Completed
301380,2017-01-03 10:41:13,132.99,Completed
301383,2017-01-03 10:58:33,34.97,Completed
301387,2017-01-03 11:00:27,154.98,Completed
301390,2017-01-03 10:55:52,292.77,Completed
301393,2017-01-03 10:54:12,94.99,Completed
301396,2017-01-03 11:11:14,482.0,Completed
301403,2017-01-03 10:55:18,152.89,Completed
301404,2017-01-03 11:08:47,79.99,Completed
301405,2017-05-24 11:08:25,55.99,Completed
301408,2017-01-03 11:07:04,64.99,Completed
301409,2017-01-03 11:06:08,49.99,Completed
301412,2017-01-03 11:13:41,482.0,Completed
301414,2017-01-03 11:08:02,494.99,Completed
301416,2017-01-03 11:12:32,138.39,Completed
301420,2017-01-03 11:15:04,55.99,Completed
301422,2017-01-03 11:18:32,70.99,Completed
301430,2017-01-03 12:01:27,89.98,Completed
301433,2017-01-03 11:23:42,204.99,Completed
301434,2017-01-03 11:27:02,279.0,Completed
301440,2017-01-03 11:42:16,339.99,Completed
301442,2017-01-03 13:28:51,119.99,Completed
301451,2017-01-03 11:40:24,114.98,Completed
301452,2017-01-03 11:43:02,59.99,Completed
301456,2017-01-03 11:48:22,44.99,Completed
301457,2017-01-03 11:44:28,94.99,Completed
301458,2017-01-03 11:48:21,9.99,Completed
301463,2017-01-03 11:50:30,31.98,Completed
301467,2017-01-03 12:01:14,43.98,Completed
301469,2017-01-03 11:58:45,49.99,Completed
301478,2017-01-03 12:05:40,29.98,Completed
301490,2017-01-03 12:16:49,26.98,Completed
301491,2017-01-03 12:05:30,128.99,Completed
301496,2017-01-03 12:16:45,36.98,Completed
301498,2017-01-03 12:20:45,212.99,Completed
301499,2017-01-03 12:42:50,99.99,Completed
301501,2017-01-03 12:23:50,278.99,Completed
301504,2017-01-03 12:17:45,58.99,Completed
301508,2017-01-03 15:15:45,24.98,Completed
301509,2017-01-03 12:43:16,46.04,Completed
301512,2017-01-03 12:48:16,36.97,Completed
301513,2017-01-03 12:34:42,44.98,Completed
301517,2017-01-03 16:15:00,65.98,Completed
