id,id_order,product_id,product_quantity,sku,unit_price,date
1119470,299704,0,1,APP0697,12.99,2017-01-01 13:41:17
1119490,299710,0,1,PHI0072,66.49,2017-01-01 14:05:28
1119491,299710,0,1,PHI0079,56.04,2017-01-01 14:06:17
1119506,299719,0,1,OTT0139,21.84,2017-01-01 14:19:14
1119510,299719,0,1,GRT0361,18.04,2017-01-01 14:22:21
1119513,299723,0,2,MAC0122,23.74,2017-01-01 14:26:43
1119529,299696,0,3,SAN0112,18.99,2017-01-01 14:52:01
1119539,299736,0,1,WAC0191,161.49,2017-01-01 14:59:29
1119540,299737,0,1,JBL0107,94.99,2017-01-01 15:00:18
1119547,299742,0,2,NEA0017,21.84,2017-01-01 15:18:19
1119600,299773,0,1,OLL0015,50.34,2017-01-01 16:29:19
1119604,299776,0,1,BNQ0053,398.99,2017-01-01 16:34:28
1119612,299780,0,1,BEL0293,15.19,2017-01-01 16:43:20
1119629,299792,0,1,SYN0146,369.54,2017-01-01 17:05:39
1119641,299802,0,1,TWS0049,28.49,2017-01-01 17:10:48
1119643,299803,0,1,TOS0022,98.79,2017-01-01 17:14:21
1119652,299807,0,1,IFX0021,18.99,2017-01-01 17:21:39
1119653,299808,0,1,LAC0181,134.89,2017-01-01 17:21:43
1119657,299811,0,1,SAN0103,20.89,2017-01-01 17:23:24
1119666,299815,0,1,LOG0084,18.99,2017-01-01 17:30:57
1119689,299823,0,1,WAC0134,288.79,2017-01-01 17:42:06
1119691,299825,0,1,LOG0084,18.99,2017-01-01 17:44:45
1119702,299829,0,1,LAC0171,275.49,2017-01-01 17:50:48
1119708,299833,0,1,KIN0162,75.04,2017-01-01 18:00:11
1119724,299847,0,1,APP0100,33.24,2017-01-01 18:24:02
1119728,299850,0,2,APP0698,14.99,2017-01-01 18:25:21
1119733,299850,0,1,GRT0375,18.99,2017-01-01 18:31:36
1119737,299858,0,1,LIF0095,94.99,2017-01-01 18:33:34
1119740,299858,0,1,SAT0014,12.34,2017-01-01 18:35:08
1119742,299859,0,1,PAC1373,470.24,2017-01-01 18:37:16
1119756,299864,0,2,OWC0153-4,272.64,2017-01-01 18:49:31
1119757,299865,0,1,IFX0044,43.69,2017-01-01 18:49:55
1119761,299867,0,1,SAT0050,18.99,2017-01-01 18:53:04
1119762,299868,0,1,FCM0007-4,227.04,2017-01-01 18:53:05
1119766,299870,0,1,BLM0016,119.69,2017-01-01 18:54:57
1119782,299867,0,1,PHI0076,32.29,2017-01-01 19:05:27
1119788,299879,0,1,TRK0008,28.49,2017-01-01 19:08:50
1119809,299887,0,1,SPE0142,35.14,2017-01-01 19:24:43
1119814,299891,0,1,OWC0186,56.99,2017-01-01 19:25:47
1119820,299895,0,1,PAR0054,65.55,2017-01-01 19:27:08
1119846,299818,0,1,TPL0010,19.94,2017-01-01 19:36:53
1119860,299910,0,1,WAC0090,693.49,2017-01-01 19:43:34
1119872,299909,0,1,LAC0159,176.69,2017-01-01 19:50:09
1119875,299918,0,1,SEA0106,117.79,2017-01-01 19:53:23
1119876,299918,0,1,SAN0099,42.74,2017-01-01 19:53:58
1119914,299939,0,1,PHI0072,66.49,2017-01-01 20:25:31
1119922,299944,0,1,SAM0074,153.89,2017-01-01 20:30:39
1119923,299944,0,1,OWC0024,24.69,2017-01-01 20:31:21
1119924,299945,0,2,ADN0042,71.24,2017-01-01 20:31:55
1119928,299947,0,1,APP1482,549.0,2017-01-01 20:32:33
1119933,299944,0,1,OWC0092,44.64,2017-01-01 20:36:45
1119948,299959,0,2,IFX0079,5.99,2017-01-01 20:47:34
1119955,299962,0,1,PAC0133,113.99,2017-01-01 20:49:42
1119968,299968,0,1,ADN0019,7.99,2017-01-01 20:53:05
1119975,299959,0,1,IFX0045,28.41,2017-01-01 20:57:31
1119978,299959,0,1,IFX0021,18.99,2017-01-01 21:01:35
1119995,299981,0,1,MBI0010,16.14,2017-01-01 21:08:10
1119997,296502,0,1,BEL0242,28.49,2017-01-01 21:08:49
1120002,299984,0,1,APP0927,19.99,2017-01-01 21:10:46
1120003,299973,0,1,LIF0097,56.99,2017-01-01 21:10:53
1120007,296502,0,1,GRT0444,36.09,2017-01-01 21:13:59
1120018,299991,0,1,LOG0084,18.99,2017-01-01 21:18:11
1120039,300002,0,1,CRU0016-2,80.74,2017-01-01 21:32:39
1120048,300007,0,1,TWS0049,28.49,2017-01-01 21:39:34
1120049,300008,0,1,WDT0227,59.84,2017-01-01 21:39:58
1120057,300012,0,1,MOP0080,31.34,2017-01-01 21:45:52
1120071,300021,0,1,LOG0191,142.49,2017-01-01 21:55:18
1120083,300028,0,1,PAR0053,65.55,2017-01-01 22:00:08
1120089,300033,0,1,IFX0045,28.41,2017-01-01 22:03:33
1120094,300035,0,1,APP1641,909.0,2017-01-01 22:05:04
1120097,300036,0,1,JBL0097,23.74,2017-01-01 22:07:07
1120104,300033,0,1,TRK0009,28.49,2017-01-01 22:09:47
1120106,300040,0,4,WDT0141,107.34,2017-01-01 22:09:50
1120107,300040,0,1,SYN0128,365.74,2017-01-01 22:10:06
1120126,300046,0,1,APP0482,35.0,2017-01-01 22:18:34
1120139,300051,0,1,HTE0010,42.74,2017-01-01 22:26:03
1120142,300054,0,1,PAC1873,27.54,2017-01-01 22:26:55
1120143,300055,0,1,PAC1504,24.69,2017-01-01 22:27:07
1120151,300060,0,1,HTE0010,42.74,2017-01-01 22:32:22
1120157,300055,0,1,IFX0150,12.25,2017-01-01 22:37:01
1120161,299466,0,2,APP1648,879.0,2017-01-01 22:38:40
1120180,299404,0,1,NTE0013,18.99,2017-01-01 22:50:25
1120182,299404,0,1,OWC0100,47.49,2017-01-01 22:50:39
1120183,299404,0,1,SAM0075,310.64,2017-01-01 22:51:36
1120185,300077,0,1,JBL0107,94.99,2017-01-01 22:52:37
1120191,299404,0,1,KIN0156,37.99,2017-01-01 22:55:53
1120192,300080,0,1,SNA0067,56.99,2017-01-01 22:56:23
1120205,300085,0,1,OWC0085-4,86.44,2017-01-01 23:02:57
1120220,300055,0,1,OWC0040-2,141.54,2017-01-01 23:13:39
1120232,299983,0,1,LGE0034,273.59,2017-01-01 23:22:06
1120239,300055,0,1,NTE0044,12.34,2017-01-01 23:24:12
1120261,300109,0,1,PHI0072,66.49,2017-01-01 23:38:07
1120262,300110,0,1,LEX0028,53.99,2017-01-01 23:38:35
1120287,300126,0,1,LIF0112,61.74,2017-01-01 23:57:22
1120291,300129,0,1,OWC0054,19.99,2017-01-01 23:59:42
1120303,300123,0,1,IFX0024,49.99,2017-01-02 00:02:40
1120311,300136,0,1,APP0697,12.99,2017-01-02 00:05:29
1120335,300149,0,1,WIT0031,174.99,2017-01-02 00:21:01
1120336,298161,0,1,APP0666,292.99,2017-01-02 00:21:05
1120341,300152,0,1,APP1645,769.0,2017-01-02 00:23:29
1120344,300152,0,1,APP1647,769.0,2017-01-02 00:25:21
1120348,298161,0,1,APP1572,35.01,2017-01-02 00:26:33
1120351,300158,0,1,APP1211,219.0,2017-01-02 00:27:55
1120360,300158,0,2,APP1675,35.0,2017-01-02 00:30:48
1120371,300168,0,1,LOG0192,149.99,2017-01-02 00:40:56
1120378,300173,0,1,SAT0021,24.99,2017-01-02 00:47:43
1120389,300173,0,1,MOX0030,8.99,2017-01-02 00:54:27
1120397,300179,0,1,OWC0037-2,148.99,2017-01-02 01:00:55
1120400,300179,0,1,OWC0007,39.99,2017-01-02 01:01:52
1120401,300179,0,1,SEA0102,109.99,2017-01-02 01:02:29
1120403,300184,0,1,TRA0030-A,145.77,2017-01-02 01:04:52
1120404,300185,0,1,SAT0025,24.99,2017-01-02 01:05:26
1120409,300188,0,1,KAN0027,99.99,2017-01-02 01:09:22
1120410,300189,0,1,PAC0023,65.99,2017-01-02 01:10:09
1120414,300188,0,1,NTE0012,32.9,2017-01-02 01:11:39
1120415,300192,0,1,WOE0012,16.99,2017-01-02 01:12:02
1120416,300192,0,1,WOE0011,16.99,2017-01-02 01:12:13
1120419,300193,0,2,WDT0141,112.99,2017-01-02 01:13:10
1120421,300192,0,1,PHI0061,49.9,2017-01-02 01:13:59
1120434,300199,0,1,APP1778,45.0,2017-01-02 01:26:25
1120441,300179,0,1,SAM0069,135.99,2017-01-02 01:32:01
1120442,300203,0,1,ELG0040,29.74,2017-01-02 01:34:45
1120443,300203,0,1,ELG0038,37.18,2017-01-02 01:35:00
1120449,300207,0,1,SAM0073,101.99,2017-01-02 01:39:02
1120450,300208,0,1,PHI0061,49.9,2017-01-02 01:39:05
1120465,300213,0,1,TIG0024,34.99,2017-01-02 01:44:54
1120466,300213,0,1,HTE0008,29.99,2017-01-02 01:45:31
1120477,300218,0,1,APP1465,99.99,2017-01-02 01:55:55
1120485,300223,0,1,OTT0093,32.99,2017-01-02 02:11:09
1120506,300235,0,1,WAC0172,84.99,2017-01-02 03:23:43
1120516,300241,0,1,NOM0015,49.99,2017-01-02 04:57:37
1120522,296611,0,1,FCM0009-2,112.99,2017-01-02 05:36:01
1120542,300252,0,1,SAN0133,49.99,2017-01-02 07:56:50
1120547,300254,0,1,APP0023,55.99,2017-01-02 08:01:14
1120567,300262,0,1,LOG0217,89.9,2017-01-02 08:28:53
1120569,300263,0,1,LEX0028,53.99,2017-01-02 08:30:04
1120575,300265,0,1,APP1210,172.0,2017-01-02 08:35:26
1120584,300268,0,1,APP0927,19.99,2017-01-02 08:40:39
1120598,300271,0,1,GRT0426,22.99,2017-01-02 08:54:23
1120608,300273,0,1,LGE0035,482.0,2017-01-02 08:57:31
1120618,300281,0,1,APP0927,19.99,2017-01-02 09:08:57
1120621,300257,0,1,BEL0171,24.99,2017-01-02 09:10:51
1120639,300290,0,1,SPE0168,19.99,2017-01-02 09:24:14
1120642,300257,0,1,TPL0038,7.99,2017-01-02 09:25:52
1120644,300290,0,1,MOX0015,7.99,2017-01-02 09:26:53
1120665,300304,0,1,FCM0016-2,68.99,2017-01-02 09:47:03
1120668,300306,0,1,APP1043,59.0,2017-01-02 09:52:08
1120673,300309,0,1,OTT0136,19.99,2017-01-02 09:54:16
1120674,300309,0,1,APP0698,14.99,2017-01-02 09:54:57
1120676,300310,0,1,WIT0030,66.99,2017-01-02 09:56:30
1120677,300310,0,1,HTE0009,29.99,2017-01-02 09:57:45
1120680,300309,0,1,SAT0023,24.99,2017-01-02 09:58:34
1120684,300314,0,1,PAC0623,186.99,2017-01-02 10:02:06
1120687,300314,0,1,OWC0181-2,78.99,2017-01-02 10:02:32
1120688,300315,0,2,APP0927,19.99,2017-01-02 10:02:46
1120692,300317,0,2,TRA0010,79.99,2017-01-02 10:04:25
1120694,300319,0,1,WIT0029,119.99,2017-01-02 10:07:21
1120696,300320,0,1,IFX0035,24.99,2017-01-02 10:08:22
1120702,300323,0,1,OWC0189,339.99,2017-01-02 10:09:22
1120713,300325,0,1,TPL0040,29.9,2017-01-02 10:16:53
1120719,300327,0,1,OWC0175,284.99,2017-01-02 10:19:45
1120721,300326,0,1,LIF0105,64.99,2017-01-02 10:21:02
1120722,300329,0,2,SAN0133,49.99,2017-01-02 10:21:33
1120725,300331,0,1,MOS0210,36.99,2017-01-02 10:25:13
1120727,300333,0,1,WDT0315,71.99,2017-01-02 10:25:43
1120735,300336,0,1,LOG0194,149.99,2017-01-02 10:32:26
1120736,300326,0,1,LIF0076,19.99,2017-01-02 10:34:43
1120739,300339,0,1,APP1778,45.0,2017-01-02 10:36:28
1120750,300346,0,1,TRA0010,79.99,2017-01-02 10:38:58
1120753,300347,0,1,SAN0135,99.99,2017-01-02 10:39:26
1120778,300354,0,1,BEL0263,19.99,2017-01-02 10:49:49
1120795,300364,0,1,SAN0133,49.99,2017-01-02 10:55:07
1120797,298859,0,1,ZAG0028,54.99,2017-01-02 10:55:31
1120804,300368,0,1,IFX0019,19.99,2017-01-02 10:57:17
1120807,300315,0,1,TPL0038,7.99,2017-01-02 10:57:50
1120811,300369,0,1,PAC0698,170.99,2017-01-02 10:59:00
1120816,300371,0,1,BOO0069,129.99,2017-01-02 11:01:33
1120824,300375,0,1,PIE0028,14.99,2017-01-02 11:03:44
1120829,300379,0,1,TPL0017,59.9,2017-01-02 11:05:07
1120832,300380,0,1,LOG0175,199.99,2017-01-02 11:06:13
1120837,300362,0,1,PEB0015,149.99,2017-01-02 11:07:08
1120845,300385,0,1,SAN0134,64.99,2017-01-02 11:08:51
1120847,300387,0,1,APP1750,429.0,2017-01-02 11:09:17
1120848,300385,0,1,SAN0133,49.99,2017-01-02 11:09:31
1120855,300368,0,1,MOX0018,4.99,2017-01-02 11:11:43
1120858,300389,0,1,MOP0073,84.99,2017-01-02 11:13:28
1120859,300390,0,1,APP0703,72.99,2017-01-02 11:13:47
1120860,300368,0,1,GRT0427,9.99,2017-01-02 11:13:50
1120861,300391,0,1,PAC1735,204.99,2017-01-02 11:14:45
1120863,300392,0,1,SPE0169,17.35,2017-01-02 11:15:42
1120875,300399,0,1,SAM0073,101.99,2017-01-02 11:21:09
1120879,300400,0,1,LOG0191,149.99,2017-01-02 11:21:46
1120885,300403,0,1,OTT0136,19.99,2017-01-02 11:23:20
1120893,300406,0,1,LAC0200,397.99,2017-01-02 11:26:17
1120896,300258,0,1,TRA0041,49.99,2017-01-02 11:27:28
1120905,300411,0,1,BEL0270,94.99,2017-01-02 11:29:18
1120906,300412,0,1,WAC0166,69.99,2017-01-02 11:29:29
1120908,300413,0,1,SAN0133,49.99,2017-01-02 11:29:36
1120914,300414,0,1,LEX0033,46.99,2017-01-02 11:32:08
1120918,300418,0,1,SAM0110-A,101.55,2017-01-02 11:33:59
1120923,300421,0,1,OWC0036-2,82.99,2017-01-02 11:35:24
1120925,300421,0,1,KAN0028,99.99,2017-01-02 11:35:42
1120926,300422,0,4,TRK0010,29.99,2017-01-02 11:35:52
1120936,300430,0,1,APP1152,59.0,2017-01-02 11:40:43
1120939,300430,0,1,WOE0008,9.99,2017-01-02 11:41:25
1120974,300434,0,1,LAC0167,105.99,2017-01-02 11:48:02
1120977,300435,0,1,WIT0032,169.99,2017-01-02 11:48:29
1120980,300436,0,1,ZAG0019,49.99,2017-01-02 11:48:38
1120996,300439,0,1,BEL0212,16.99,2017-01-02 11:50:15
1121000,300439,0,1,SPE0141,36.99,2017-01-02 11:51:48
1121005,300439,0,1,APP0927,19.99,2017-01-02 11:52:40
1121006,300443,0,1,TAM0012,79.99,2017-01-02 11:52:43
1121007,300444,0,1,HTE0007,29.99,2017-01-02 11:52:54
1121009,300444,0,1,HTE0009,29.99,2017-01-02 11:53:14
1121012,300446,0,1,OTT0159,14.99,2017-01-02 11:53:40
1121015,300446,0,1,BEL0286,17.99,2017-01-02 11:55:07
1121041,300455,0,1,OWC0148,335.99,2017-01-02 12:02:43
1121046,300456,0,1,SAN0133,49.99,2017-01-02 12:03:55
1121047,300443,0,1,PAR0050,109.99,2017-01-02 12:04:11
1121051,300452,0,1,WAC0191,169.99,2017-01-02 12:05:35
1121052,300443,0,1,HTE0010,44.99,2017-01-02 12:06:05
1121059,300462,0,1,SAT0033,39.99,2017-01-02 12:08:56
1121063,300463,0,1,LOG0084,19.99,2017-01-02 12:09:40
1121064,300464,0,1,WIT0034,152.99,2017-01-02 12:09:42
1121071,300466,0,1,FCM0026,59.99,2017-01-02 12:10:32
1121072,300467,0,1,TRK0011,54.99,2017-01-02 12:10:34
1121073,300468,0,1,BEA0056,89.99,2017-01-02 12:10:40
1121076,300469,0,1,APP1043,59.0,2017-01-02 12:11:18
1121078,300446,0,1,MUV0168,12.9,2017-01-02 12:12:02
1121082,300471,0,1,GRT0423,54.99,2017-01-02 12:13:00
1121090,300467,0,1,NOD0008,26.99,2017-01-02 12:13:55
1121091,300475,0,35,OTT0132,29.99,2017-01-02 12:14:04
1121092,300476,0,1,CRU0016-2,84.99,2017-01-02 12:14:23
1121108,300435,0,1,APP1047,25.0,2017-01-02 12:18:24
1121109,300435,0,1,APP1921,89.0,2017-01-02 12:18:28
1121115,300482,0,6,ELG0046,59.99,2017-01-02 12:19:11
1121121,300391,0,1,TOS0020,82.99,2017-01-02 12:19:32
1121138,300485,0,1,SEA0049,49.99,2017-01-02 12:26:57
1121159,300495,0,1,APP1214,84.99,2017-01-02 12:41:38
1121164,300497,0,1,REP0134,89.99,2017-01-02 12:44:12
1121165,300498,0,1,NTE0101,79.0,2017-01-02 12:44:20
1121185,300495,0,2,JMO0056,44.99,2017-01-02 12:48:11
1121195,300495,0,2,APP0697,12.99,2017-01-02 12:49:42
1121202,300495,0,1,APP1465,99.99,2017-01-02 12:51:50
1121207,300506,0,1,SAN0161,119.99,2017-01-02 12:52:47
1121208,300506,0,1,SAN0135,99.99,2017-01-02 12:53:30
1121216,300512,0,1,NOM0017,21.9,2017-01-02 12:56:08
1121218,300513,0,1,ELG0039,39.99,2017-01-02 12:57:13
1121219,300455,0,2,SEA0044,93.99,2017-01-02 12:57:28
1121227,300518,0,1,IFX0136,89.99,2017-01-02 13:00:31
1121250,300525,0,1,PAC1770,903.99,2017-01-02 13:06:06
1121255,300513,0,1,LEX0016,6.79,2017-01-02 13:08:56
1121266,300527,0,1,OWC0202,84.99,2017-01-02 13:10:32
1121267,300528,0,1,APP1685,7.99,2017-01-02 13:11:30
1121269,300530,0,1,SPE0175,36.99,2017-01-02 13:13:06
1121270,300531,0,1,CRU0052,188.99,2017-01-02 13:13:43
1121271,300532,0,1,ELG0039,39.99,2017-01-02 13:14:11
1121276,300532,0,1,ELG0040,35.99,2017-01-02 13:15:11
1121285,300536,0,1,PIE0028,14.99,2017-01-02 13:17:56
1121291,300540,0,1,ZAG0019,49.99,2017-01-02 13:19:59
1121294,300541,0,1,BOS0043,339.99,2017-01-02 13:21:03
1121297,300541,0,1,WHO0008,15.9,2017-01-02 13:23:04
1121301,300544,0,1,TRK0011,54.99,2017-01-02 13:24:45
1121308,300546,0,1,WAC0171,62.99,2017-01-02 13:27:43
1121310,300547,0,1,TPL0017,59.9,2017-01-02 13:28:17
1121312,300541,0,1,MUV0171,29.99,2017-01-02 13:29:10
1121325,300533,0,1,TWS0078,49.99,2017-01-02 13:34:05
1121326,300551,0,1,RAI0007,54.99,2017-01-02 13:34:30
1121337,300553,0,1,APP0023,55.99,2017-01-02 13:39:48
1121338,300554,0,1,OWC0181-2,78.99,2017-01-02 13:39:55
1121368,300565,0,1,CRU0026-2,118.99,2017-01-02 13:51:01
1121417,300586,0,1,BEA0058,89.99,2017-01-02 14:20:14
1121463,300281,0,1,MUV0151,20.99,2017-01-02 14:34:36
1121465,300604,0,1,TPL0032,119.99,2017-01-02 14:35:59
1121476,300610,0,1,MUJ0016,35.99,2017-01-02 14:44:34
1121479,300613,0,1,HTE0010,44.99,2017-01-02 14:47:12
1121484,300281,0,1,MOS0065,14.99,2017-01-02 14:51:57
1121486,300615,0,1,LEE0011,49.99,2017-01-02 14:53:30
1121487,300616,0,1,JBL0119,124.99,2017-01-02 14:54:05
1121509,300626,0,1,IFX0034,24.99,2017-01-02 15:07:44
1121510,300627,0,1,PAC0622,225.99,2017-01-02 15:09:02
1121513,300626,0,1,APP0698,14.99,2017-01-02 15:10:08
1121525,300626,0,1,IFX0093,5.99,2017-01-02 15:16:57
1121532,300637,0,1,GRT0393,54.99,2017-01-02 15:21:30
1121534,300639,0,1,PAC1399,23.99,2017-01-02 15:23:40
1121543,300646,0,1,NEA0010,64.99,2017-01-02 15:29:20
1121544,300646,0,1,NEA0015,94.99,2017-01-02 15:29:29
1121550,300650,0,1,OWC0100,49.99,2017-01-02 15:31:09
1121561,300655,0,1,JBL0102,99.99,2017-01-02 15:38:32
1121564,300656,0,1,BEL0233,26.99,2017-01-02 15:40:45
1121570,300660,0,1,par0072,199.0,2017-01-02 15:45:30
1121575,300646,0,1,NEA0017,22.99,2017-01-02 15:48:31
1121576,300663,0,1,WAC0054,31.99,2017-01-02 15:48:50
1121579,300665,0,1,APP1652,726.45,2017-01-02 15:51:20
1121590,300671,0,1,CRU0026-2,118.99,2017-01-02 15:56:19
1121599,300674,0,1,DLL0020,279.0,2017-01-02 16:02:40
1121600,300675,0,1,SYN0139,174.99,2017-01-02 16:03:36
1121604,300678,0,1,SAN0098,34.99,2017-01-02 16:05:07
1121610,300682,0,1,LOG0084,19.99,2017-01-02 16:07:24
1121620,300686,0,1,APP1644,769.0,2017-01-02 16:12:17
1121628,300692,0,1,BEL0273,16.99,2017-01-02 16:16:37
1121634,300693,0,1,SAT0042,59.99,2017-01-02 16:18:50
1121637,300656,0,1,WDT0375,258.99,2017-01-02 16:21:30
1121645,300699,0,1,MOS0154,29.99,2017-01-02 16:23:51
1121647,300701,0,1,SEA0102,109.99,2017-01-02 16:25:53
1121654,300699,0,1,STA0018,17.99,2017-01-02 16:28:13
1121658,300704,0,1,APP0899,512.99,2017-01-02 16:29:39
1121659,300705,0,1,MOS0140,29.99,2017-01-02 16:30:12
1121674,300711,0,1,BEA0032,279.99,2017-01-02 16:34:20
1121676,300711,0,1,APP0023,55.99,2017-01-02 16:35:08
1121690,300718,0,1,MOS0021,19.99,2017-01-02 16:44:59
1121692,300720,0,1,ELG0048,39.99,2017-01-02 16:46:09
1121701,300713,0,1,APP0437,35.0,2017-01-02 16:50:07
1121709,300713,0,1,OTT0133,19.99,2017-01-02 16:51:26
1121710,300726,0,1,TWS0049,29.99,2017-01-02 16:51:41
1121720,300731,0,1,APP1210,172.0,2017-01-02 16:56:26
1121724,300726,0,1,KUA0026,9.99,2017-01-02 16:57:38
1121726,300733,0,1,OLL0019,59.99,2017-01-02 16:58:18
1121730,300725,0,1,CRU0016-2,84.99,2017-01-02 16:58:38
1121732,300736,0,2,MOS0085,14.99,2017-01-02 16:58:46
1121733,300737,0,1,NTE0013,19.99,2017-01-02 16:58:50
1121734,300738,0,1,SAN0133,49.99,2017-01-02 16:59:14
1121735,300739,0,1,LAC0155,139.99,2017-01-02 16:59:41
1121744,300737,0,1,SAM0075,326.99,2017-01-02 17:01:51
1121747,300720,0,1,OTT0143,13.99,2017-01-02 17:02:19
1121757,300726,0,1,KUA0017,9.99,2017-01-02 17:04:28
1121760,300744,0,1,APP1140,39.0,2017-01-02 17:05:21
1121762,300746,0,1,CRU0051,144.99,2017-01-02 17:05:34
1121765,300736,0,2,OTT0162,19.99,2017-01-02 17:05:53
1121773,300736,0,1,NTE0078,9.99,2017-01-02 17:10:15
1121790,300757,0,1,TPL0032,119.99,2017-01-02 17:16:17
1121796,300737,0,2,WDT0363,159.0,2017-01-02 17:18:07
1121799,300760,0,1,NTE0013,19.99,2017-01-02 17:19:00
1121800,300761,0,1,APP0409,89.0,2017-01-02 17:19:58
1121801,300760,0,1,OWC0100,49.99,2017-01-02 17:20:31
1121812,300764,0,1,KEN0212,18.99,2017-01-02 17:23:18
1121835,300773,0,1,TRK0011,54.99,2017-01-02 17:35:00
1121839,300775,0,1,WAC0171,62.99,2017-01-02 17:35:44
1121865,300778,0,1,APP1501,899.99,2017-01-02 17:43:19
1121866,300778,0,1,APP1221,106.0,2017-01-02 17:43:32
1121867,300778,0,1,APP1628,164.0,2017-01-02 17:43:56
1121868,300779,0,1,FCM0007-2,118.99,2017-01-02 17:44:04
1121881,300786,0,1,THU0019,44.99,2017-01-02 17:47:00
1121890,300778,0,1,IFX0034,24.99,2017-01-02 17:52:18
1121891,300789,0,1,SPH0013,149.99,2017-01-02 17:52:44
1121892,300778,0,1,TWS0066,39.99,2017-01-02 17:53:50
1121894,300791,0,2,LOG0084,19.99,2017-01-02 17:54:57
1121904,300793,0,1,WAC0162-A,156.27,2017-01-02 17:58:51
1121908,300796,0,1,OWC0160,284.99,2017-01-02 17:59:39
1121914,300800,0,1,TPL0032,119.99,2017-01-02 18:01:57
1121928,300806,0,1,SPH0014,139.99,2017-01-02 18:12:05
1121932,300808,0,1,SAN0134,64.99,2017-01-02 18:13:25
1121935,300809,0,1,SPH0013,149.99,2017-01-02 18:15:19
1121940,300812,0,1,IFX0022,19.99,2017-01-02 18:19:15
1121942,300814,0,1,WAC0171,62.99,2017-01-02 18:19:48
1121950,300819,0,1,SAT0011,19.99,2017-01-02 18:21:47
1121951,300819,0,2,SAT0010,19.99,2017-01-02 18:21:54
1121968,300826,0,1,SPE0183,21.99,2017-01-02 18:29:23
1121975,300826,0,1,BEL0286,17.99,2017-01-02 18:32:25
1121976,300831,0,2,CRU0017-2,87.99,2017-01-02 18:32:50
1121984,300834,0,1,TWS0041,79.99,2017-01-02 18:39:33
1121997,300839,0,1,TOS0022,103.99,2017-01-02 18:44:32
1122002,300728,0,1,APP1221,87.6,2017-01-02 18:45:38
1122006,300846,0,1,FCM0016-2,68.99,2017-01-02 18:48:44
1122008,300848,0,1,APP1764,69.0,2017-01-02 18:48:57
1122012,300848,0,1,APP1760,45.0,2017-01-02 18:49:18
1122014,300851,0,1,JBL0104,24.99,2017-01-02 18:50:13
1122015,300826,0,1,MUV0172,9.99,2017-01-02 18:50:43
1122021,300854,0,1,JMO0071,29.9,2017-01-02 18:52:47
1122030,300860,0,2,LEX0027,38.99,2017-01-02 18:56:12
1122033,300861,0,1,SAN0133,49.99,2017-01-02 18:57:09
1122034,300862,0,1,CRU0043-2,132.99,2017-01-02 18:57:21
1122042,300867,0,1,STM0094,39.99,2017-01-02 18:59:09
1122054,300872,0,1,TPL0024,129.99,2017-01-02 19:05:12
1122056,300846,0,1,SAM0073,101.99,2017-01-02 19:05:37
1122059,300873,0,1,TRK0007,29.99,2017-01-02 19:06:03
1122062,300875,0,1,PAR0054,69.0,2017-01-02 19:06:40
